ref;speed;CSpeed;State0
10823;6;6;1
10824;4;4;1
10825;4;4;1
10826;2;2;1
10827;1;2;1
10828;1;2;1
10829;1;2;1
10830;2;2;1
10831;2;2;1
10832;2;2;1
10833;3;3;1
10834;2;2;1
10835;2;2;1
10836;2;2;1
10837;3;3;1
10838;3;3;1
10839;4;4;1
10840;7;7;1
10841;8;8;1
10842;9;9;1
10843;11;11;2
10844;10;10;2
10845;10;10;2
10846;7;7;1
10847;9;9;1
10848;9;9;1
10849;9;9;1
10850;8;8;1
10851;6;6;1
10852;6;6;1
10853;9;9;1
10854;9;9;1
10855;10;10;2
10856;12;12;2
10857;12;12;2
10858;11;11;2
10859;8;8;1
10860;5;5;1
10861;3;3;1
10862;3;3;1
10863;4;4;1
10864;4;4;1
10865;4;4;1
10866;5;5;1
10867;4;4;1
10868;5;5;1
10869;6;6;1
10870;6;6;1
10871;7;7;1
10872;7;7;1
10873;6;6;1
10874;4;4;1
10875;5;5;1
10876;6;6;1
10877;6;6;1
10878;7;7;1
10879;7;7;1
10880;7;7;1
10881;6;6;1
10882;6;6;1
10883;6;6;1
10884;6;6;1
10885;6;6;1
10886;6;6;1
10887;5;5;1
10888;6;6;1
10889;5;5;1
10890;5;5;1
10891;6;6;1
10892;7;7;1
10893;7;7;1
10894;6;6;1
10895;6;6;1
10896;6;6;1
10897;6;6;1
10898;6;6;1
10899;6;6;1
10900;6;6;1
10901;3;3;1
10902;3;3;1
10903;3;3;1
10904;3;3;1
10905;4;4;1
10906;4;4;1
10907;4;4;1
10908;3;3;1
10909;4;4;1
10910;4;4;1
10911;4;4;1
10912;4;4;1
10913;3;3;1
10914;3;3;1
10915;5;5;1
10916;4;4;1
10917;3;3;1
10918;4;4;1
10919;4;4;1
10920;4;4;1
10921;4;4;1
10922;3;3;1
10923;4;4;1
10924;4;4;1
10925;4;4;1
10926;4;4;1
10927;3;3;1
10928;3;3;1
10929;3;3;1
10930;2;2;1
10931;3;3;1
10932;5;5;1
10933;5;5;1
10934;5;5;1
10935;5;5;1
10936;5;5;1
10937;4;4;1
10938;5;5;1
10939;6;6;1
10940;6;6;1
10941;5;5;1
10942;5;5;1
10943;5;5;1
10944;4;4;1
10945;5;5;1
10946;5;5;1
10947;5;5;1
10948;5;5;1
10949;5;5;1
10950;6;6;1
10951;6;6;1
10952;6;6;1
10953;6;6;1
10954;7;7;1
10955;7;7;1
10956;7;7;1
10957;7;7;1
10958;7;7;1
10959;7;7;1
10960;7;7;1
10961;7;7;1
10962;7;7;1
10963;7;7;1
10964;6;6;1
10965;6;6;1
10966;6;6;1
10967;7;7;1
10968;7;7;1
10969;7;7;1
10970;7;7;1
10971;8;8;1
10972;8;8;1
10973;8;8;1
10974;9;9;1
10975;9;9;1
10976;9;9;1
10977;9;9;1
10978;8;8;1
10979;6;6;1
10980;5;5;1
10981;6;6;1
10982;7;7;1
10983;8;8;1
10984;9;9;1
10985;8;8;1
10986;7;7;1
10987;6;6;1
10988;6;6;1
10989;6;6;1
10990;6;6;1
10991;6;6;1
10992;6;6;1
10993;6;6;1
10994;7;7;1
10995;7;7;1
10996;7;7;1
10997;7;7;1
10998;7;7;1
10999;7;7;1
11000;7;7;1
11001;7;7;1
11002;7;7;1
11003;7;7;1
11004;7;7;1
11005;7;7;1
11006;7;7;1
11007;7;7;1
11008;7;7;1
11009;5;5;1
11010;4;4;1
11011;3;3;1
11012;3;3;1
11013;2;2;1
11014;3;3;1
11015;3;3;1
11016;3;3;1
11017;2;2;1
11018;2;2;1
11019;3;3;1
11020;4;4;1
11021;5;5;1
11022;5;5;1
11023;5;5;1
11024;5;5;1
11025;6;6;1
11026;5;5;1
11027;5;5;1
11028;6;6;1
11029;5;5;1
11030;5;5;1
11031;4;4;1
11032;4;4;1
11033;3;3;1
11034;4;4;1
11035;4;4;1
11036;3;3;1
11037;4;4;1
11038;4;4;1
11039;5;5;1
11040;6;6;1
11041;5;5;1
11042;5;5;1
11043;5;5;1
11044;5;5;1
11045;5;5;1
11046;5;5;1
11047;4;4;1
11048;5;5;1
11049;5;5;1
11050;5;5;1
11051;5;5;1
11052;5;5;1
11053;5;5;1
11054;5;5;1
11055;4;4;1
11056;4;4;1
11057;5;5;1
11058;4;4;1
11059;4;4;1
11060;4;4;1
11061;4;4;1
11062;5;5;1
11063;4;4;1
11064;4;4;1
11065;5;5;1
11066;5;5;1
11067;5;5;1
11068;4;4;1
11069;5;5;1
11070;5;5;1
11071;6;6;1
11072;6;6;1
11073;5;5;1
11074;6;6;1
11075;5;5;1
11076;4;4;1
11077;4;4;1
11078;4;4;1
11079;4;4;1
11080;3;3;1
11081;3;3;1
11082;0;2;1
11083;0;2;1
11084;0;2;1
11085;0;2;1
11086;0;2;1
11087;0;2;1
11088;1;2;1
11089;1;2;1
11090;1;2;1
11091;2;2;1
11092;2;2;1
11093;2;2;1
11094;2;2;1
11095;3;3;1
11096;3;3;1
11097;3;3;1
11098;3;3;1
11099;2;2;1
11100;1;2;1
11101;1;2;1
11102;1;2;1
11103;1;2;1
11104;1;2;1
11105;2;2;1
11106;2;2;1
11107;2;2;1
11108;1;2;1
11109;2;2;1
11110;2;2;1
11111;2;2;1
11112;2;2;1
11113;2;2;1
11114;2;2;1
11115;2;2;1
11116;2;2;1
11117;1;2;1
11118;1;2;1
11119;1;2;1
11120;1;2;1
11121;1;2;1
11122;1;2;1
11123;1;2;1
11124;1;2;1
11125;1;2;1
11126;1;2;1
11127;0;2;1
11128;0;2;1
11129;0;2;1
11130;0;2;1
11131;0;2;1
11132;0;2;1
11133;0;2;1
11134;0;2;1
11135;0;2;1
11136;0;2;1
11137;0;2;1
11138;0;2;1
11139;0;2;1
11140;0;2;1
11141;0;2;1
11142;0;2;1
11143;0;2;1
11144;0;2;1
11145;0;2;1
11146;0;2;1
11147;0;2;1
11148;2;2;1
11149;2;2;1
11150;2;2;1
11151;1;2;1
11152;2;2;1
11153;2;2;1
11154;2;2;1
11155;3;3;1
11156;3;3;1
11157;3;3;1
11158;3;3;1
11159;3;3;1
11160;4;4;1
11161;3;3;1
11162;2;2;1
11163;3;3;1
11164;2;2;1
11165;1;2;1
11166;1;2;1
11167;1;2;1
11168;1;2;1
11169;2;2;1
11170;1;2;1
11171;2;2;1
11172;1;2;1
11173;1;2;1
11174;2;2;1
11175;2;2;1
11176;3;3;1
11177;3;3;1
11178;3;3;1
11179;4;4;1
11180;4;4;1
11181;3;3;1
11182;3;3;1
11183;2;2;1
11184;2;2;1
11185;2;2;1
11186;2;2;1
11187;2;2;1
11188;2;2;1
11189;3;3;1
11190;3;3;1
11191;3;3;1
11192;3;3;1
11193;3;3;1
11194;2;2;1
11195;2;2;1
11196;2;2;1
11197;2;2;1
11198;3;3;1
11199;3;3;1
11200;3;3;1
11201;3;3;1
11202;3;3;1
11203;5;5;1
11204;6;6;1
11205;9;9;1
11206;8;8;1
11207;8;8;1
11208;8;8;1
11209;7;7;1
11210;5;5;1
11211;2;2;1
11212;1;2;1
11213;1;2;1
11214;2;2;1
11215;2;2;1
11216;1;2;1
11217;1;2;1
11218;1;2;1
11219;1;2;1
11220;1;2;1
11221;2;2;1
11222;5;5;1
11223;5;5;1
11224;5;5;1
11225;4;4;1
11226;3;3;1
11227;2;2;1
11228;0;2;1
11229;0;2;1
11230;0;2;1
11231;1;2;1
11232;3;3;1
11233;3;3;1
11234;3;3;1
11235;2;2;1
11236;4;4;1
11237;6;6;1
11238;8;8;1
11239;7;7;1
11240;7;7;1
11241;5;5;1
11242;2;2;1
11243;2;2;1
11244;2;2;1
11245;2;2;1
11246;2;2;1
11247;3;3;1
11248;2;2;1
11249;3;3;1
11250;3;3;1
11251;4;4;1
11252;3;3;1
11253;4;4;1
11254;5;5;1
11255;5;5;1
11256;6;6;1
11257;6;6;1
11258;4;4;1
11259;3;3;1
11260;2;2;1
11261;1;2;1
11262;1;2;1
11263;0;2;1
11264;0;2;1
11265;0;2;1
11266;1;2;1
11267;1;2;1
11268;1;2;1
11269;1;2;1
11270;1;2;1
11271;0;2;1
11272;0;2;1
11273;0;2;1
11274;1;2;1
11275;2;2;1
11276;4;4;1
11277;6;6;1
11278;4;4;1
11279;6;6;1
11280;5;5;1
11281;4;4;1
11282;3;3;1
11283;3;3;1
11284;2;2;1
11285;1;2;1
11286;0;2;1
11287;1;2;1
11288;1;2;1
11289;1;2;1
11290;0;2;1
11291;1;2;1
11292;1;2;1
11293;1;2;1
11294;1;2;1
11295;1;2;1
11296;2;2;1
11297;1;2;1
11298;1;2;1
11299;1;2;1
11300;1;2;1
11301;2;2;1
11302;0;2;1
11303;0;2;1
11304;0;2;1
11305;2;2;1
11306;4;4;1
11307;4;4;1
11308;3;3;1
11309;4;4;1
11310;5;5;1
11311;5;5;1
11312;6;6;1
11313;7;7;1
11314;7;7;1
11315;6;6;1
11316;5;5;1
11317;7;7;1
11318;6;6;1
11319;6;6;1
11320;6;6;1
11321;6;6;1
11322;6;6;1
11323;3;3;1
11324;2;2;1
11325;2;2;1
11326;1;2;1
11327;1;2;1
11328;1;2;1
11329;2;2;1
11330;2;2;1
11331;2;2;1
11332;3;3;1
11333;5;5;1
11334;5;5;1
11335;8;8;1
11336;8;8;1
11337;9;9;1
11338;7;7;1
11339;6;6;1
11340;5;5;1
11341;5;5;1
11342;3;3;1
11343;3;3;1
11344;2;2;1
11345;1;2;1
11346;1;2;1
11347;0;2;1
11348;0;2;1
11349;1;2;1
11350;1;2;1
11351;1;2;1
11352;1;2;1
11353;1;2;1
11354;2;2;1
11355;3;3;1
11356;4;4;1
11357;5;5;1
11358;6;6;1
11359;5;5;1
11360;5;5;1
11361;4;4;1
11362;5;5;1
11363;5;5;1
11364;5;5;1
11365;5;5;1
11366;5;5;1
11367;6;6;1
11368;6;6;1
11369;7;7;1
11370;7;7;1
11371;7;7;1
11372;6;6;1
11373;5;5;1
11374;4;4;1
11375;3;3;1
11376;1;2;1
11377;1;2;1
11378;1;2;1
11379;2;2;1
11380;3;3;1
11381;1;2;1
11382;2;2;1
11383;3;3;1
11384;3;3;1
11385;3;3;1
11386;3;3;1
11387;2;2;1
11388;4;4;1
11389;5;5;1
11390;6;6;1
11391;8;8;1
11392;7;7;1
11393;5;5;1
11394;5;5;1
11395;5;5;1
11396;7;7;1
11397;8;8;1
11398;9;9;1
11399;10;10;2
11400;9;9;1
11401;9;9;1
11402;8;8;1
11403;7;7;1
11404;8;8;1
11405;8;8;1
11406;8;8;1
11407;8;8;1
11408;7;7;1
11409;6;6;1
11410;7;7;1
11411;6;6;1
11412;6;6;1
11413;4;4;1
11414;5;5;1
11415;6;6;1
11416;7;7;1
11417;8;8;1
11418;8;8;1
11419;9;9;1
11420;8;8;1
11421;8;8;1
11422;7;7;1
11423;7;7;1
11424;7;7;1
11425;7;7;1
11426;7;7;1
11427;8;8;1
11428;8;8;1
11429;9;9;1
11430;9;9;1
11431;9;9;1
11432;8;8;1
11433;8;8;1
11434;7;7;1
11435;7;7;1
11436;7;7;1
11437;7;7;1
11438;7;7;1
11439;8;8;1
11440;8;8;1
11441;7;7;1
11442;7;7;1
11443;7;7;1
11444;8;8;1
11445;7;7;1
11446;7;7;1
11447;8;8;1
11448;11;11;2
11449;12;12;2
11450;10;10;2
11451;9;9;1
11452;8;8;1
11453;7;7;1
11454;8;8;1
11455;8;8;1
11456;9;9;1
11457;10;10;2
11458;11;11;2
11459;9;9;1
11460;11;11;2
11461;11;11;2
11462;11;11;2
11463;12;12;2
11464;12;12;2
11465;8;8;1
11466;10;10;2
11467;6;6;1
11468;4;4;1
11469;2;2;1
11470;1;2;1
11471;1;2;1
11472;1;2;1
11473;2;2;1
11474;2;2;1
11475;2;2;1
11476;1;2;1
11477;1;2;1
11478;3;3;1
11479;5;5;1
11480;6;6;1
11481;7;7;1
11482;7;7;1
11483;7;7;1
11484;5;5;1
11485;5;5;1
11486;4;4;1
11487;1;2;1
11488;1;2;1
11489;0;2;1
11490;0;2;1
11491;0;2;1
11492;0;2;1
11493;0;2;1
11494;4;4;1
11495;7;7;1
11496;7;7;1
11497;3;3;1
11498;2;2;1
11499;3;3;1
11500;2;2;1
11501;4;4;1
11502;7;7;1
11503;7;7;1
11504;6;6;1
11505;7;7;1
11506;8;8;1
11507;9;9;1
11508;9;9;1
11509;11;11;2
11510;11;11;2
11511;11;11;2
11512;9;9;1
11513;11;11;2
11514;10;10;2
11515;10;10;2
11516;10;10;2
11517;10;10;2
11518;10;10;2
11519;9;9;1
11520;9;9;1
11521;8;8;1
11522;8;8;1
11523;6;6;1
11524;3;3;1
11525;1;2;1
11526;1;2;1
11527;1;2;1
11528;1;2;1
11529;1;2;1
11530;1;2;1
11531;1;2;1
11532;1;2;1
11533;1;2;1
11534;2;2;1
11535;2;2;1
11536;2;2;1
11537;2;2;1
11538;2;2;1
11539;2;2;1
11540;2;2;1
11541;2;2;1
11542;4;4;1
11543;5;5;1
11544;6;6;1
11545;6;6;1
11546;6;6;1
11547;7;7;1
11548;8;8;1
11549;7;7;1
11550;9;9;1
11551;9;9;1
11552;9;9;1
11553;10;10;2
11554;10;10;2
11555;10;10;2
11556;11;11;2
11557;11;11;2
11558;11;11;2
11559;10;10;2
11560;8;8;1
11561;11;11;2
11562;11;11;2
11563;11;11;2
11564;9;9;1
11565;8;8;1
11566;4;4;1
11567;3;3;1
11568;2;2;1
11569;2;2;1
11570;2;2;1
11571;3;3;1
11572;4;4;1
11573;6;6;1
11574;8;8;1
11575;9;9;1
11576;4;4;1
11577;9;9;1
11578;9;9;1
11579;10;10;2
11580;10;10;2
11581;9;9;1
11582;7;7;1
11583;4;4;1
11584;0;2;1
11585;0;2;1
11586;0;2;1
11587;1;2;1
11588;0;2;1
11589;0;2;1
11590;0;2;1
11591;0;2;1
11592;0;0;0
11593;0;0;0
11594;0;0;0
11595;0;0;0
11596;0;0;0
11597;0;0;0
11598;0;0;0
11599;1;0;0
11600;0;0;0
11601;0;0;0
11602;0;0;0
11603;0;0;0
11604;0;0;0
11605;0;0;0
11606;0;0;0
11607;0;0;0
11608;0;0;0
11609;0;0;0
11610;0;0;0
11611;0;0;0
11612;0;0;0
11613;0;0;0
11614;0;0;0
11615;0;0;0
11616;0;0;0
11617;0;0;0
11618;0;0;0
11619;1;0;0
11620;0;0;0
11621;0;0;0
11622;0;0;0
11623;0;0;0
11624;0;0;0
11625;0;0;0
11626;0;0;0
11627;0;0;0
11628;0;0;0
11629;0;0;0
11630;0;0;0
11631;0;0;0
11632;0;0;0
11633;0;0;0
11634;0;0;0
11635;0;0;0
11636;0;0;0
11637;0;0;0
11638;0;0;0
11639;0;0;0
11640;0;0;0
11641;0;0;0
11642;0;0;0
11643;0;0;0
11644;0;0;0
11645;0;0;0
11646;0;0;0
11647;0;0;0
11648;0;0;0
11649;1;0;0
11650;0;0;0
11651;0;0;0
11652;0;0;0
11653;0;0;0
11654;0;0;0
11655;0;0;0
11656;0;0;0
11657;0;0;0
11658;0;0;0
11659;0;0;0
11660;0;0;0
11661;0;0;0
11662;0;0;0
11663;0;0;0
11664;0;0;0
11665;0;0;0
11666;0;0;0
11667;0;0;0
11668;0;0;0
11669;0;2;1
11670;0;2;1
11671;0;2;1
11672;0;2;1
11673;0;2;1
11674;0;2;1
11675;0;2;1
11676;0;2;1
11677;0;2;1
11678;0;2;1
11679;0;2;1
11680;0;2;1
11681;0;2;1
11682;0;2;1
11683;0;2;1
11684;0;2;1
11685;0;2;1
11686;0;2;1
11687;0;2;1
11688;0;2;1
11689;0;2;1
11690;0;2;1
11691;0;2;1
11692;0;2;1
11693;1;2;1
11694;1;2;1
11695;2;2;1
11696;3;3;1
11697;3;3;1
11698;3;3;1
11699;4;4;1
11700;3;3;1
11701;3;3;1
11702;4;4;1
11703;5;5;1
11704;6;6;1
11705;7;7;1
11706;7;7;1
11707;6;6;1
11708;4;4;1
11709;3;3;1
11710;1;2;1
11711;1;2;1
11712;1;2;1
11713;2;2;1
11714;3;3;1
11715;4;4;1
11716;6;6;1
11717;6;6;1
11718;7;7;1
11719;7;7;1
11720;7;7;1
11721;6;6;1
11722;6;6;1
11723;6;6;1
11724;6;6;1
11725;6;6;1
11726;7;7;1
11727;7;7;1
11728;7;7;1
11729;7;7;1
11730;8;8;1
11731;8;8;1
11732;8;8;1
11733;8;8;1
11734;8;8;1
11735;8;8;1
11736;8;8;1
11737;9;9;1
11738;9;9;1
11739;8;8;1
11740;8;8;1
11741;8;8;1
11742;8;8;1
11743;7;7;1
11744;7;7;1
11745;7;7;1
11746;8;8;1
11747;7;7;1
11748;7;7;1
11749;8;8;1
11750;7;7;1
11751;7;7;1
11752;7;7;1
11753;7;7;1
11754;6;6;1
11755;5;5;1
11756;4;4;1
11757;6;6;1
11758;8;8;1
11759;10;10;2
11760;9;9;1
11761;9;9;1
11762;8;8;1
11763;8;8;1
11764;7;7;1
11765;8;8;1
11766;10;10;2
11767;10;10;2
11768;9;9;1
11769;9;9;1
11770;9;9;1
11771;8;8;1
11772;8;8;1
11773;9;9;1
11774;9;10;2
11775;9;10;2
11776;10;10;2
11777;9;9;1
11778;9;9;1
11779;9;9;1
11780;9;9;1
11781;9;9;1
11782;9;9;1
11783;9;9;1
11784;9;9;1
11785;9;9;1
11786;9;9;1
11787;9;9;1
11788;9;9;1
11789;9;9;1
11790;9;9;1
11791;9;9;1
11792;8;8;1
11793;8;8;1
11794;9;9;1
11795;9;9;1
11796;9;9;1
11797;10;10;2
11798;10;10;2
11799;10;10;2
11800;10;10;2
11801;10;10;2
11802;9;9;1
11803;9;9;1
11804;9;9;1
11805;8;8;1
11806;8;8;1
11807;6;6;1
11808;4;4;1
11809;4;4;1
11810;3;3;1
11811;3;3;1
11812;3;3;1
11813;3;3;1
11814;3;3;1
11815;3;3;1
11816;4;4;1
11817;4;4;1
11818;5;5;1
11819;5;5;1
11820;4;4;1
11821;3;3;1
11822;1;2;1
11823;1;2;1
11824;0;2;1
11825;2;2;1
11826;2;2;1
11827;0;2;1
11828;2;2;1
11829;5;5;1
11830;6;6;1
11831;6;6;1
11832;5;5;1
11833;1;2;1
11834;1;2;1
11835;2;2;1
11836;1;2;1
11837;1;2;1
11838;3;3;1
11839;5;5;1
11840;7;7;1
11841;9;9;1
11842;10;10;2
11843;11;11;2
11844;13;13;2
11845;15;15;2
11846;17;17;2
11847;18;18;2
11848;18;18;2
11849;18;18;2
11850;19;19;2
11851;18;18;2
11852;16;16;2
11853;16;16;2
11854;16;16;2
11855;15;15;2
11856;13;13;2
11857;13;13;2
11858;11;11;2
11859;8;8;1
11860;4;4;1
11861;3;3;1
11862;2;2;1
11863;2;2;1
11864;2;2;1
11865;3;3;1
11866;3;3;1
11867;3;3;1
11868;3;3;1
11869;2;2;1
11870;2;2;1
11871;2;2;1
11872;2;2;1
11873;2;2;1
11874;2;2;1
11875;2;2;1
11876;2;2;1
11877;2;2;1
11878;2;2;1
11879;2;2;1
11880;2;2;1
11881;2;2;1
11882;2;2;1
11883;3;3;1
11884;3;3;1
11885;3;3;1
11886;4;4;1
11887;4;4;1
11888;4;4;1
11889;4;4;1
11890;4;4;1
11891;3;3;1
11892;1;2;1
11893;1;2;1
11894;1;2;1
11895;0;2;1
11896;0;2;1
11897;0;2;1
11898;0;2;1
11899;1;2;1
11900;1;2;1
11901;2;2;1
11902;2;2;1
11903;3;3;1
11904;2;2;1
11905;2;2;1
11906;3;3;1
11907;4;4;1
11908;3;3;1
11909;3;3;1
11910;2;2;1
11911;2;2;1
11912;1;2;1
11913;1;2;1
11914;0;2;1
11915;0;2;1
11916;0;2;1
11917;0;2;1
11918;0;2;1
11919;0;0;0
11920;1;0;0
11921;1;0;0
11922;1;0;0
11923;0;0;0
11924;0;0;0
11925;1;0;0
11926;0;0;0
11927;0;0;0
11928;0;0;0
11929;0;0;0
11930;0;0;0
11931;0;0;0
11932;0;0;0
11933;0;0;0
11934;0;0;0
11935;0;2;1
11936;0;2;1
11937;0;2;1
11938;0;2;1
11939;0;2;1
11940;0;2;1
11941;0;2;1
11942;0;2;1
11943;0;2;1
11944;0;2;1
11945;1;2;1
11946;1;2;1
11947;1;2;1
11948;0;2;1
11949;0;2;1
11950;0;2;1
11951;1;2;1
11952;0;2;1
11953;0;2;1
11954;0;2;1
11955;0;2;1
11956;0;2;1
11957;1;2;1
11958;1;2;1
11959;1;2;1
11960;1;2;1
11961;1;2;1
11962;1;2;1
11963;1;2;1
11964;3;3;1
11965;4;4;1
11966;4;4;1
11967;3;3;1
11968;3;3;1
11969;3;3;1
11970;3;3;1
11971;2;2;1
11972;2;2;1
11973;2;2;1
11974;2;2;1
11975;2;2;1
11976;2;2;1
11977;3;3;1
11978;1;2;1
11979;1;2;1
11980;4;4;1
11981;7;7;1
11982;8;8;1
11983;8;8;1
11984;8;8;1
11985;8;8;1
11986;8;8;1
11987;8;8;1
11988;8;8;1
11989;8;8;1
11990;8;8;1
11991;8;8;1
11992;8;8;1
11993;5;5;1
11994;2;2;1
11995;0;2;1
11996;1;2;1
11997;3;3;1
11998;3;3;1
11999;3;3;1
12000;2;2;1
12001;1;2;1
12002;0;2;1
12003;0;2;1
12004;0;2;1
12005;2;2;1
12006;2;2;1
12007;2;2;1
12008;2;2;1
12009;2;2;1
12010;3;3;1
12011;3;3;1
12012;2;2;1
12013;1;2;1
12014;1;2;1
12015;1;2;1
12016;1;2;1
12017;1;2;1
12018;1;2;1
12019;2;2;1
12020;2;2;1
12021;1;2;1
12022;1;2;1
12023;0;2;1
12024;0;2;1
12025;0;2;1
12026;0;2;1
12027;0;2;1
12028;0;2;1
12029;0;2;1
12030;0;2;1
12031;0;2;1
12032;0;2;1
12033;0;2;1
12034;0;2;1
12035;0;2;1
12036;0;2;1
12037;0;2;1
12038;0;2;1
12039;0;2;1
12040;1;2;1
12041;1;2;1
12042;1;2;1
12043;1;2;1
12044;1;2;1
12045;0;2;1
12046;0;2;1
12047;0;2;1
12048;0;2;1
12049;0;2;1
12050;0;2;1
12051;1;2;1
12052;2;2;1
12053;2;2;1
12054;2;2;1
12055;5;5;1
12056;6;6;1
12057;6;6;1
12058;5;5;1
12059;6;6;1
12060;8;8;1
12061;9;9;1
12062;9;9;1
12063;9;9;1
12064;9;9;1
12065;8;8;1
12066;8;8;1
12067;5;5;1
12068;2;2;1
12069;0;2;1
12070;2;2;1
12071;3;3;1
12072;4;4;1
12073;4;4;1
12074;1;2;1
12075;0;2;1
12076;1;2;1
12077;4;4;1
12078;4;4;1
12079;3;3;1
12080;3;3;1
12081;3;3;1
12082;4;4;1
12083;6;6;1
12084;7;7;1
12085;8;8;1
12086;8;8;1
12087;8;8;1
12088;8;8;1
12089;5;5;1
12090;3;3;1
12091;3;3;1
12092;2;2;1
12093;0;2;1
12094;1;2;1
12095;1;2;1
12096;1;2;1
12097;1;2;1
12098;0;2;1
12099;0;2;1
12100;0;2;1
12101;0;2;1
12102;0;2;1
12103;0;2;1
12104;3;3;1
12105;4;4;1
12106;5;5;1
12107;6;6;1
12108;7;7;1
12109;6;6;1
12110;6;6;1
12111;5;5;1
12112;5;5;1
12113;5;5;1
12114;5;5;1
12115;4;4;1
12116;2;2;1
12117;1;2;1
12118;1;2;1
12119;0;2;1
12120;0;2;1
12121;0;2;1
12122;0;2;1
12123;0;2;1
12124;0;0;0
12125;0;0;0
12126;0;0;0
12127;0;0;0
12128;0;0;0
12129;0;0;0
12130;0;0;0
12131;0;0;0
12132;0;0;0
12133;0;0;0
12134;0;0;0
12135;0;0;0
12136;0;0;0
12137;0;0;0
12138;0;0;0
12139;0;0;0
12140;0;0;0
12141;0;0;0
12142;0;0;0
12143;0;0;0
12144;0;0;0
12145;0;0;0
12146;0;0;0
12147;0;0;0
12148;0;0;0
12149;0;0;0
12150;0;0;0
12151;0;0;0
12152;0;0;0
12153;0;0;0
12154;0;0;0
12155;0;0;0
12156;0;0;0
12157;0;0;0
12158;0;0;0
12159;0;0;0
12160;0;0;0
12161;0;0;0
12162;0;0;0
12163;0;0;0
12164;0;0;0
12165;0;0;0
12166;0;0;0
12167;0;0;0
12168;0;0;0
12169;0;0;0
12170;0;0;0
12171;0;0;0
12172;0;0;0
12173;0;0;0
12174;0;0;0
12175;0;0;0
12176;0;0;0
12177;0;0;0
12178;0;0;0
12179;0;0;0
12180;0;0;0
12181;0;0;0
12182;0;0;0
12183;0;0;0
12184;0;0;0
12185;0;0;0
12186;0;0;0
12187;0;0;0
12188;0;0;0
12189;0;0;0
12190;0;0;0
12191;0;0;0
12192;0;0;0
12193;0;0;0
12194;0;0;0
12195;0;0;0
12196;0;0;0
12197;0;0;0
12198;0;0;0
12199;0;0;0
12200;0;0;0
12201;0;0;0
12202;0;0;0
12203;0;0;0
12204;0;0;0
12205;0;0;0
12206;0;0;0
12207;0;0;0
12208;0;0;0
12209;0;0;0
12210;0;0;0
12211;0;0;0
12212;0;0;0
12213;0;0;0
12214;0;0;0
12215;0;0;0
12216;0;0;0
12217;0;0;0
12218;0;0;0
12219;0;0;0
12220;0;0;0
12221;0;0;0
12222;0;0;0
12223;0;0;0
12224;0;0;0
12225;0;0;0
12226;0;0;0
12227;0;0;0
12228;0;0;0
12229;0;0;0
12230;0;0;0
12231;0;0;0
12232;0;0;0
12233;0;0;0
12234;0;0;0
12235;0;0;0
12236;0;0;0
12237;0;0;0
12238;0;0;0
12239;0;0;0
12240;0;0;0
12241;0;0;0
12242;0;0;0
12243;0;0;0
12244;0;0;0
12245;0;0;0
12246;0;0;0
12247;0;0;0
12248;0;0;0
12249;0;0;0
12250;0;0;0
12251;0;0;0
12252;0;0;0
12253;0;0;0
12254;0;0;0
12255;0;0;0
12256;0;0;0
12257;0;0;0
12258;0;0;0
12259;0;0;0
12260;0;0;0
12261;0;0;0
12262;0;0;0
12263;0;0;0
12264;0;0;0
12265;0;0;0
12266;0;0;0
12267;0;0;0
12268;0;0;0
12269;0;0;0
12270;0;0;0
12271;0;0;0
12272;0;0;0
12273;0;0;0
12274;0;0;0
12275;0;0;0
12276;0;0;0
12277;0;0;0
12278;0;0;0
12279;0;0;0
12280;0;0;0
12281;0;0;0
12282;0;0;0
12283;0;0;0
12284;0;0;0
12285;0;0;0
12286;0;0;0
12287;0;0;0
12288;0;0;0
12289;0;0;0
12290;0;0;0
12291;0;0;0
12292;0;0;0
12293;0;0;0
12294;0;0;0
12295;0;0;0
12296;0;0;0
12297;0;0;0
12298;0;0;0
12299;0;0;0
12300;0;0;0
12301;0;0;0
12302;0;0;0
12303;0;0;0
12304;0;0;0
12305;0;0;0
12306;0;0;0
12307;0;0;0
12308;0;0;0
12309;0;0;0
12310;0;0;0
12311;0;0;0
12312;0;0;0
12313;0;0;0
12314;0;0;0
12315;0;0;0
12316;0;0;0
12317;0;0;0
12318;0;0;0
12319;0;0;0
12320;0;0;0
12321;0;0;0
12322;0;0;0
12323;0;0;0
12324;0;0;0
12325;0;0;0
12326;0;0;0
12327;0;0;0
12328;0;0;0
12329;0;0;0
12330;0;0;0
12331;0;0;0
12332;0;0;0
12333;0;0;0
12334;0;0;0
12335;0;0;0
12336;0;0;0
12337;0;0;0
12338;0;0;0
12339;0;0;0
12340;0;0;0
12341;0;0;0
12342;0;0;0
12343;0;0;0
12344;0;0;0
12345;0;0;0
12346;0;0;0
12347;0;0;0
12348;0;0;0
12349;0;0;0
12350;0;0;0
12351;0;0;0
12352;0;0;0
12353;0;0;0
12354;0;0;0
12355;0;0;0
12356;0;0;0
12357;0;0;0
12358;0;0;0
12359;0;0;0
12360;0;0;0
12361;0;0;0
12362;0;0;0
12363;0;0;0
12364;0;0;0
12365;0;0;0
12366;0;0;0
12367;0;0;0
12368;0;0;0
12369;0;0;0
12370;0;0;0
12371;0;0;0
12372;0;0;0
12373;0;0;0
12374;0;0;0
12375;0;0;0
