ref;speed;CSpeed;State0
6388;12;12;2
6389;12;12;2
6390;12;12;2
6391;11;11;2
6392;10;10;2
6393;10;10;2
6394;9;10;2
6395;8;10;2
6396;8;10;2
6397;7;10;2
6398;7;10;2
6399;7;10;2
6400;7;10;2
6401;8;10;2
6402;7;10;2
6403;7;10;2
6404;8;10;2
6405;9;10;2
6406;9;10;2
6407;9;10;2
6408;10;10;2
6409;10;10;2
6410;11;11;2
6411;12;12;2
6412;12;12;2
6413;12;12;2
6414;12;12;2
6415;12;12;2
6416;12;12;2
6417;11;11;2
6418;12;12;2
6419;12;12;2
6420;12;12;2
6421;12;12;2
6422;13;13;2
6423;12;12;2
6424;13;13;2
6425;12;12;2
6426;13;13;2
6427;13;13;2
6428;13;13;2
6429;12;12;2
6430;12;12;2
6431;11;11;2
6432;11;11;2
6433;11;11;2
6434;11;11;2
6435;10;10;2
6436;11;11;2
6437;11;11;2
6438;10;10;2
6439;9;10;2
6440;10;10;2
6441;9;10;2
6442;10;10;2
6443;10;10;2
6444;10;10;2
6445;10;10;2
6446;11;11;2
6447;11;11;2
6448;11;11;2
6449;10;10;2
6450;11;11;2
6451;12;12;2
6452;12;12;2
6453;12;12;2
6454;11;11;2
6455;11;11;2
6456;10;10;2
6457;10;10;2
6458;9;9;1
6459;9;9;1
6460;9;9;1
6461;10;10;2
6462;10;10;2
6463;11;11;2
6464;10;10;2
6465;10;10;2
6466;8;8;1
6467;5;5;1
6468;8;8;1
6469;7;7;1
6470;5;5;1
6471;8;8;1
6472;9;9;1
6473;7;7;1
6474;7;7;1
6475;7;7;1
6476;9;9;1
6477;8;8;1
6478;9;9;1
6479;9;9;1
6480;7;7;1
6481;7;7;1
6482;7;7;1
6483;9;9;1
6484;7;7;1
6485;7;7;1
6486;7;7;1
6487;7;7;1
6488;7;10;2
6489;8;10;2
6490;7;10;2
6491;6;10;2
6492;6;10;2
6493;5;10;2
6494;6;10;2
6495;7;10;2
6496;7;10;2
6497;6;10;2
6498;6;10;2
6499;7;10;2
6500;7;10;2
6501;9;10;2
6502;7;10;2
6503;9;10;2
6504;11;11;2
6505;10;10;2
6506;10;10;2
6507;10;10;2
6508;10;10;2
6509;11;11;2
6510;13;13;2
6511;14;14;2
6512;14;14;2
6513;14;14;2
6514;14;14;2
6515;14;14;2
6516;14;14;2
6517;14;14;2
6518;14;14;2
6519;15;15;2
6520;14;14;2
6521;13;13;2
6522;12;12;2
6523;12;12;2
6524;11;11;2
6525;11;11;2
6526;10;10;2
6527;9;9;1
6528;9;9;1
6529;8;8;1
6530;7;7;1
6531;8;8;1
6532;7;7;1
6533;7;7;1
6534;7;7;1
6535;8;8;1
6536;8;8;1
6537;6;6;1
6538;6;6;1
6539;7;7;1
6540;9;9;1
6541;8;8;1
6542;10;10;2
6543;12;12;2
6544;10;10;2
6545;10;10;2
6546;8;8;1
6547;8;8;1
6548;7;7;1
6549;8;8;1
6550;6;6;1
6551;6;6;1
6552;6;6;1
6553;7;7;1
6554;7;7;1
6555;8;8;1
6556;8;8;1
6557;8;8;1
6558;7;7;1
6559;7;7;1
6560;6;6;1
6561;7;10;2
6562;8;10;2
6563;7;10;2
6564;8;10;2
6565;8;10;2
6566;9;10;2
6567;9;10;2
6568;10;10;2
6569;10;10;2
6570;10;10;2
6571;11;11;2
6572;11;11;2
6573;9;10;2
6574;10;10;2
6575;10;10;2
6576;11;11;2
6577;11;11;2
6578;11;11;2
6579;11;11;2
6580;10;10;2
6581;10;10;2
6582;10;10;2
6583;10;10;2
6584;10;10;2
6585;11;11;2
6586;10;10;2
6587;10;10;2
6588;9;10;2
6589;11;11;2
6590;10;10;2
6591;10;10;2
6592;10;10;2
6593;11;11;2
6594;10;10;2
6595;11;11;2
6596;10;10;2
6597;10;10;2
6598;11;11;2
6599;11;11;2
6600;11;11;2
6601;11;11;2
6602;11;11;2
6603;12;12;2
6604;11;11;2
6605;12;12;2
6606;12;12;2
6607;11;11;2
6608;11;11;2
6609;11;11;2
6610;11;11;2
6611;12;12;2
6612;11;11;2
6613;12;12;2
6614;11;11;2
6615;12;12;2
6616;12;12;2
6617;12;12;2
6618;12;12;2
6619;12;12;2
6620;12;12;2
6621;12;12;2
6622;12;12;2
6623;12;12;2
6624;12;12;2
6625;12;12;2
6626;13;13;2
6627;12;12;2
6628;13;13;2
6629;13;13;2
6630;13;13;2
6631;13;13;2
6632;13;13;2
6633;12;12;2
6634;12;12;2
6635;12;12;2
6636;12;12;2
6637;12;12;2
6638;13;13;2
6639;13;13;2
6640;13;13;2
6641;12;12;2
6642;12;12;2
6643;12;12;2
6644;12;12;2
6645;12;12;2
6646;12;12;2
6647;12;12;2
6648;11;11;2
6649;11;11;2
6650;11;11;2
6651;11;11;2
6652;12;12;2
6653;12;12;2
6654;12;12;2
6655;12;12;2
6656;12;12;2
6657;12;12;2
6658;12;12;2
6659;12;12;2
6660;12;12;2
6661;11;11;2
6662;11;11;2
6663;11;11;2
6664;10;10;2
6665;10;10;2
6666;10;10;2
6667;9;10;2
6668;9;10;2
6669;10;10;2
6670;9;10;2
6671;9;10;2
6672;9;10;2
6673;10;10;2
6674;9;10;2
6675;9;10;2
6676;10;10;2
6677;9;10;2
6678;9;10;2
6679;10;10;2
6680;10;10;2
6681;10;10;2
6682;10;10;2
6683;10;10;2
6684;10;10;2
6685;10;10;2
6686;10;10;2
6687;10;10;2
6688;10;10;2
6689;10;10;2
6690;10;10;2
6691;10;10;2
6692;10;10;2
6693;10;10;2
6694;10;10;2
6695;10;10;2
6696;10;10;2
6697;8;8;1
6698;8;8;1
6699;5;5;1
6700;8;8;1
6701;8;8;1
6702;9;9;1
6703;10;10;2
6704;10;10;2
6705;9;9;1
6706;10;10;2
6707;11;11;2
6708;11;11;2
6709;9;9;1
6710;10;10;2
6711;10;10;2
6712;10;10;2
6713;9;9;1
6714;9;9;1
6715;9;10;2
6716;9;10;2
6717;8;10;2
6718;7;10;2
6719;8;10;2
6720;8;10;2
6721;8;10;2
6722;8;10;2
6723;8;10;2
6724;7;10;2
6725;6;10;2
6726;5;10;2
6727;6;10;2
6728;4;10;2
6729;5;10;2
6730;6;10;2
6731;8;10;2
6732;10;10;2
6733;10;10;2
6734;10;10;2
6735;11;11;2
6736;11;11;2
6737;11;11;2
6738;11;11;2
6739;11;11;2
6740;11;11;2
6741;11;11;2
6742;11;11;2
6743;11;11;2
6744;12;12;2
6745;12;12;2
6746;12;12;2
6747;12;12;2
6748;12;12;2
6749;12;12;2
6750;13;13;2
6751;13;13;2
6752;14;14;2
6753;13;13;2
6754;13;13;2
6755;13;13;2
6756;13;13;2
6757;12;12;2
6758;12;12;2
6759;12;12;2
6760;11;11;2
6761;11;11;2
6762;11;11;2
6763;11;11;2
6764;11;11;2
6765;12;12;2
6766;11;11;2
6767;10;10;2
6768;10;10;2
6769;10;10;2
6770;11;11;2
6771;11;11;2
6772;12;12;2
6773;13;13;2
6774;12;12;2
6775;12;12;2
6776;13;13;2
6777;13;13;2
6778;13;13;2
6779;13;13;2
6780;13;13;2
6781;13;13;2
6782;13;13;2
6783;12;12;2
6784;11;11;2
6785;11;11;2
6786;11;11;2
6787;10;10;2
6788;10;10;2
6789;9;10;2
6790;10;10;2
6791;10;10;2
6792;8;10;2
6793;8;10;2
6794;8;10;2
6795;9;10;2
6796;10;10;2
6797;11;11;2
6798;11;11;2
6799;12;12;2
6800;12;12;2
6801;12;12;2
6802;12;12;2
6803;12;12;2
6804;13;13;2
6805;12;12;2
6806;12;12;2
6807;12;12;2
6808;12;12;2
6809;11;11;2
6810;11;11;2
6811;10;10;2
6812;9;10;2
6813;8;10;2
6814;9;10;2
6815;10;10;2
6816;9;10;2
6817;8;10;2
6818;5;10;2
6819;5;10;2
6820;6;10;2
6821;8;10;2
6822;8;10;2
6823;9;10;2
6824;10;10;2
6825;11;11;2
6826;11;11;2
6827;11;11;2
6828;11;11;2
6829;9;10;2
6830;10;10;2
6831;10;10;2
6832;10;10;2
6833;10;10;2
6834;10;10;2
6835;9;10;2
6836;8;10;2
6837;9;10;2
6838;11;11;2
6839;11;11;2
6840;12;12;2
6841;12;12;2
6842;11;11;2
6843;11;11;2
6844;11;11;2
6845;11;11;2
6846;12;12;2
6847;12;12;2
6848;13;13;2
6849;12;12;2
6850;13;13;2
6851;11;11;2
6852;11;11;2
6853;11;11;2
6854;12;12;2
6855;11;11;2
6856;10;10;2
6857;11;11;2
6858;10;10;2
6859;10;10;2
6860;10;10;2
6861;10;10;2
6862;10;10;2
6863;10;10;2
6864;10;10;2
6865;10;10;2
6866;8;10;2
6867;7;10;2
6868;8;10;2
6869;8;10;2
6870;8;10;2
6871;7;10;2
6872;7;10;2
6873;7;10;2
6874;7;10;2
6875;8;10;2
6876;8;10;2
6877;8;10;2
6878;9;10;2
6879;10;10;2
6880;10;10;2
6881;10;10;2
6882;12;12;2
6883;11;11;2
6884;11;11;2
6885;12;12;2
6886;14;14;2
6887;13;13;2
6888;13;13;2
6889;13;13;2
6890;13;13;2
6891;12;12;2
6892;11;11;2
6893;11;11;2
6894;10;10;2
6895;10;10;2
6896;10;10;2
6897;9;10;2
6898;8;10;2
6899;9;10;2
6900;9;10;2
6901;9;10;2
6902;10;10;2
6903;10;10;2
6904;12;12;2
6905;12;12;2
6906;12;12;2
6907;12;12;2
6908;10;10;2
6909;8;10;2
6910;8;10;2
6911;8;10;2
6912;10;10;2
6913;12;12;2
6914;13;13;2
6915;13;13;2
6916;11;11;2
6917;11;11;2
6918;11;11;2
6919;11;11;2
6920;11;11;2
6921;10;10;2
6922;12;12;2
6923;12;12;2
6924;12;12;2
6925;12;12;2
6926;11;11;2
6927;12;12;2
6928;12;12;2
6929;12;12;2
6930;13;13;2
6931;13;13;2
6932;13;13;2
6933;13;13;2
6934;12;12;2
6935;12;12;2
6936;11;11;2
6937;10;10;2
6938;9;10;2
6939;9;10;2
6940;9;10;2
6941;12;12;2
6942;12;12;2
6943;11;11;2
6944;11;11;2
6945;13;13;2
6946;13;13;2
6947;13;13;2
6948;13;13;2
6949;14;14;2
6950;14;14;2
6951;15;15;2
6952;14;14;2
6953;13;13;2
6954;12;12;2
6955;13;13;2
6956;14;14;2
6957;13;13;2
6958;12;12;2
6959;11;11;2
6960;11;11;2
6961;10;10;2
6962;10;10;2
6963;9;10;2
6964;9;10;2
6965;10;10;2
6966;8;10;2
6967;8;10;2
6968;8;10;2
6969;8;10;2
6970;9;10;2
6971;9;10;2
6972;10;10;2
6973;10;10;2
6974;11;11;2
6975;11;11;2
6976;11;11;2
6977;11;11;2
6978;11;11;2
6979;10;10;2
6980;10;10;2
6981;9;10;2
6982;9;10;2
6983;10;10;2
6984;10;10;2
6985;10;10;2
6986;10;10;2
6987;10;10;2
6988;10;10;2
6989;10;10;2
6990;11;11;2
6991;12;12;2
6992;13;13;2
6993;13;13;2
6994;12;12;2
6995;13;13;2
6996;12;12;2
6997;11;11;2
6998;12;12;2
6999;11;11;2
7000;12;12;2
7001;10;10;2
7002;10;10;2
7003;11;11;2
7004;10;10;2
7005;9;9;1
7006;9;9;1
7007;9;9;1
7008;9;9;1
7009;8;8;1
7010;8;8;1
7011;5;5;1
7012;3;3;1
7013;1;2;1
7014;0;2;1
7015;0;2;1
7016;0;2;1
7017;0;2;1
7018;1;2;1
7019;5;5;1
7020;8;8;1
7021;10;10;2
7022;10;10;2
7023;8;10;2
7024;10;10;2
7025;11;11;2
7026;11;11;2
7027;11;11;2
7028;11;11;2
7029;10;10;2
7030;10;10;2
7031;12;12;2
7032;14;14;2
7033;13;13;2
7034;13;13;2
7035;12;12;2
7036;12;12;2
7037;12;12;2
7038;12;12;2
7039;12;12;2
7040;11;11;2
7041;11;11;2
7042;11;11;2
7043;11;11;2
7044;11;11;2
7045;12;12;2
7046;11;11;2
7047;12;12;2
7048;11;11;2
7049;11;11;2
7050;11;11;2
7051;10;10;2
7052;10;10;2
7053;9;10;2
7054;9;10;2
7055;7;10;2
7056;9;10;2
7057;10;10;2
7058;10;10;2
7059;10;10;2
7060;10;10;2
7061;10;10;2
7062;11;11;2
7063;11;11;2
7064;11;11;2
7065;11;11;2
7066;11;11;2
7067;10;10;2
7068;10;10;2
7069;9;10;2
7070;9;10;2
7071;9;10;2
7072;9;10;2
7073;8;10;2
7074;8;10;2
7075;8;10;2
7076;9;10;2
7077;9;10;2
7078;10;10;2
7079;9;10;2
7080;9;10;2
7081;11;11;2
7082;11;11;2
7083;11;11;2
7084;11;11;2
7085;11;11;2
7086;11;11;2
7087;12;12;2
7088;12;12;2
7089;11;11;2
7090;11;11;2
7091;11;11;2
7092;11;11;2
7093;10;10;2
7094;10;10;2
7095;10;10;2
7096;9;9;1
7097;9;10;2
7098;8;10;2
7099;8;10;2
7100;8;10;2
7101;7;10;2
7102;7;10;2
7103;7;10;2
7104;7;10;2
7105;7;10;2
7106;7;10;2
7107;7;10;2
7108;6;10;2
7109;7;10;2
7110;6;10;2
7111;5;10;2
7112;5;10;2
7113;5;10;2
7114;6;10;2
7115;6;10;2
7116;8;10;2
7117;9;10;2
7118;10;10;2
7119;10;10;2
7120;10;10;2
7121;12;12;2
7122;12;12;2
7123;13;13;2
7124;13;13;2
7125;13;13;2
7126;13;13;2
7127;13;13;2
7128;13;13;2
7129;13;13;2
7130;13;13;2
7131;13;13;2
7132;13;13;2
7133;12;12;2
7134;12;12;2
7135;12;12;2
7136;12;12;2
7137;11;11;2
7138;11;11;2
7139;11;11;2
7140;11;11;2
7141;11;11;2
7142;11;11;2
7143;11;11;2
7144;11;11;2
7145;11;11;2
7146;10;10;2
7147;10;10;2
7148;9;9;1
7149;9;9;1
7150;9;9;1
7151;8;8;1
7152;8;8;1
7153;7;7;1
7154;7;7;1
7155;6;6;1
7156;6;6;1
7157;6;6;1
7158;7;7;1
7159;7;7;1
7160;7;7;1
7161;8;8;1
7162;4;4;1
7163;2;2;1
7164;1;2;1
7165;1;2;1
7166;1;2;1
7167;0;2;1
7168;0;2;1
7169;2;2;1
7170;2;2;1
7171;2;2;1
7172;2;2;1
7173;3;3;1
7174;4;4;1
7175;4;4;1
7176;4;4;1
7177;4;4;1
7178;4;4;1
7179;4;4;1
7180;4;4;1
7181;5;5;1
7182;4;4;1
7183;3;3;1
7184;2;2;1
7185;2;2;1
7186;1;2;1
7187;2;2;1
7188;1;2;1
7189;0;2;1
7190;0;2;1
7191;1;2;1
7192;0;2;1
7193;0;2;1
7194;1;0;0
7195;0;0;0
7196;0;0;0
7197;0;2;1
7198;1;2;1
7199;0;2;1
7200;0;2;1
7201;0;2;1
7202;0;2;1
7203;0;2;1
7204;1;2;1
7205;0;2;1
7206;0;2;1
7207;0;2;1
7208;0;2;1
7209;1;2;1
7210;1;2;1
7211;0;2;1
7212;0;2;1
7213;0;2;1
7214;0;2;1
7215;0;2;1
7216;0;2;1
7217;0;2;1
7218;0;2;1
7219;0;2;1
7220;0;2;1
7221;0;2;1
7222;0;2;1
7223;1;2;1
7224;1;2;1
7225;2;2;1
7226;2;2;1
7227;2;2;1
7228;2;2;1
7229;2;2;1
7230;2;2;1
7231;2;2;1
7232;2;2;1
7233;2;2;1
7234;1;2;1
7235;1;2;1
7236;1;2;1
7237;1;2;1
7238;1;2;1
7239;0;2;1
7240;1;2;1
7241;3;3;1
7242;5;5;1
7243;6;10;2
7244;9;10;2
7245;10;10;2
7246;12;12;2
7247;13;13;2
7248;14;14;2
7249;13;13;2
7250;13;13;2
7251;13;13;2
7252;12;12;2
7253;12;12;2
7254;10;10;2
7255;10;10;2
7256;9;10;2
7257;10;10;2
7258;10;10;2
7259;10;10;2
7260;10;10;2
7261;11;11;2
7262;11;11;2
7263;10;10;2
7264;10;10;2
7265;11;11;2
7266;13;13;2
7267;13;13;2
7268;14;14;2
7269;14;14;2
7270;14;14;2
7271;13;13;2
7272;14;14;2
7273;14;14;2
7274;14;14;2
7275;13;13;2
7276;13;13;2
7277;12;12;2
7278;13;13;2
7279;10;10;2
7280;12;12;2
7281;11;11;2
7282;12;12;2
7283;11;11;2
7284;11;11;2
7285;12;12;2
7286;12;12;2
7287;13;13;2
7288;12;12;2
7289;12;12;2
7290;11;11;2
7291;12;12;2
7292;12;12;2
7293;10;10;2
7294;10;10;2
7295;9;10;2
7296;10;10;2
7297;9;10;2
7298;10;10;2
7299;11;11;2
7300;10;10;2
7301;10;10;2
7302;9;10;2
7303;9;9;1
7304;9;9;1
7305;8;8;1
7306;8;8;1
7307;7;7;1
7308;7;7;1
7309;8;8;1
7310;8;8;1
7311;8;8;1
7312;8;8;1
7313;8;8;1
7314;8;8;1
7315;9;9;1
7316;9;9;1
7317;9;9;1
7318;9;9;1
7319;9;9;1
7320;9;9;1
7321;9;9;1
7322;8;8;1
7323;8;8;1
7324;9;9;1
7325;10;10;2
7326;12;12;2
7327;10;10;2
7328;10;10;2
7329;9;9;1
7330;9;9;1
7331;8;8;1
7332;8;8;1
7333;10;10;2
7334;10;10;2
7335;9;9;1
7336;8;8;1
7337;8;8;1
7338;8;8;1
7339;7;7;1
7340;7;7;1
7341;7;7;1
7342;7;7;1
7343;7;7;1
7344;7;7;1
7345;7;7;1
7346;6;6;1
7347;6;6;1
7348;6;6;1
7349;6;6;1
7350;6;6;1
7351;7;7;1
7352;6;6;1
7353;6;6;1
7354;6;6;1
7355;6;6;1
7356;7;7;1
7357;7;7;1
7358;7;7;1
7359;7;7;1
7360;7;7;1
7361;9;9;1
7362;8;8;1
7363;9;9;1
7364;10;10;2
7365;10;10;2
7366;10;10;2
7367;10;10;2
7368;10;10;2
7369;10;10;2
7370;11;11;2
7371;11;11;2
7372;10;10;2
7373;10;10;2
7374;10;10;2
7375;9;9;1
7376;9;9;1
7377;9;9;1
7378;8;8;1
7379;8;8;1
7380;7;7;1
7381;7;7;1
7382;7;7;1
7383;4;4;1
7384;4;4;1
7385;3;3;1
7386;2;2;1
7387;0;2;1
7388;1;2;1
7389;2;2;1
7390;3;3;1
7391;3;3;1
7392;1;2;1
7393;0;2;1
7394;0;2;1
7395;0;2;1
7396;1;2;1
7397;1;2;1
7398;1;2;1
7399;1;2;1
7400;0;2;1
7401;0;2;1
7402;0;2;1
7403;0;0;0
7404;0;0;0
7405;0;0;0
7406;0;0;0
7407;2;0;0
7408;2;0;0
7409;2;0;0
7410;0;0;0
7411;0;0;0
7412;2;0;0
7413;1;0;0
7414;1;0;0
7415;1;0;0
7416;0;0;0
7417;0;0;0
7418;0;0;0
7419;0;0;0
7420;0;0;0
7421;0;0;0
7422;0;0;0
7423;0;0;0
7424;0;0;0
7425;1;0;0
7426;0;0;0
7427;0;0;0
7428;0;0;0
7429;0;0;0
7430;0;0;0
7431;0;0;0
7432;0;0;0
7433;0;0;0
7434;0;0;0
7435;0;0;0
7436;0;0;0
7437;0;0;0
7438;0;0;0
7439;0;0;0
7440;0;0;0
7441;0;0;0
7442;0;0;0
7443;0;0;0
7444;0;0;0
7445;0;0;0
7446;0;0;0
7447;0;0;0
7448;0;0;0
7449;0;0;0
7450;0;0;0
7451;0;0;0
7452;0;0;0
7453;0;0;0
7454;0;0;0
7455;0;0;0
7456;0;0;0
7457;0;0;0
7458;0;0;0
7459;0;0;0
7460;0;0;0
7461;0;0;0
7462;0;0;0
7463;0;0;0
7464;0;0;0
7465;0;0;0
7466;0;0;0
7467;0;0;0
7468;0;0;0
7469;0;0;0
7470;0;0;0
7471;0;0;0
7472;0;0;0
7473;0;0;0
7474;0;0;0
7475;0;0;0
7476;0;0;0
7477;0;0;0
7478;0;0;0
7479;0;0;0
7480;0;0;0
7481;0;0;0
7482;0;0;0
7483;0;0;0
7484;0;0;0
7485;0;0;0
7486;0;0;0
7487;0;0;0
7488;0;0;0
7489;0;0;0
7490;0;0;0
7491;0;0;0
7492;0;0;0
7493;0;0;0
7494;0;0;0
7495;0;0;0
7496;0;0;0
7497;0;0;0
7498;0;0;0
7499;0;0;0
7500;0;0;0
7501;0;0;0
7502;0;0;0
7503;0;0;0
7504;0;0;0
7505;0;0;0
7506;0;0;0
7507;0;0;0
7508;0;2;1
7509;0;2;1
7510;0;2;1
7511;0;2;1
7512;0;2;1
7513;0;2;1
7514;0;2;1
7515;0;2;1
7516;0;2;1
7517;0;2;1
7518;0;2;1
7519;0;2;1
7520;0;2;1
7521;0;2;1
7522;0;2;1
7523;0;2;1
7524;0;2;1
7525;0;2;1
7526;0;10;2
7527;0;10;2
7528;2;10;2
7529;1;10;2
7530;2;10;2
7531;2;10;2
7532;0;10;2
7533;2;10;2
7534;2;10;2
7535;0;10;2
7536;0;10;2
7537;4;10;2
7538;7;10;2
7539;11;11;2
7540;16;16;2
7541;19;19;2
7542;21;21;2
7543;23;23;2
7544;24;24;2
7545;25;25;2
7546;24;24;2
7547;22;22;2
7548;19;19;2
7549;19;19;2
7550;18;18;2
7551;17;17;2
7552;16;16;2
7553;17;17;2
7554;19;19;2
7555;19;19;2
7556;20;20;2
7557;21;21;2
7558;24;24;2
7559;26;26;2
7560;26;26;2
7561;27;27;2
7562;29;29;2
7563;30;30;2
7564;30;30;2
7565;30;30;2
7566;29;29;2
7567;27;27;2
7568;25;25;2
7569;23;23;2
7570;20;20;2
7571;20;20;2
7572;21;21;2
7573;21;21;2
7574;20;20;2
7575;22;22;2
7576;23;23;2
7577;25;25;2
7578;25;25;2
7579;27;27;2
7580;32;32;2
7581;34;34;2
7582;35;35;2
7583;37;37;2
7584;37;37;2
7585;36;36;2
7586;33;33;2
7587;28;28;2
7588;22;22;2
7589;20;20;2
7590;19;19;2
7591;21;21;2
7592;23;23;2
7593;26;26;2
7594;29;29;2
7595;31;31;2
7596;34;34;2
7597;36;36;2
7598;38;38;2
7599;40;40;2
7600;42;42;2
7601;44;44;2
7602;46;46;2
7603;48;48;2
7604;49;49;2
7605;50;50;2
7606;52;52;2
7607;53;53;2
7608;55;55;2
7609;56;56;2
7610;57;57;2
7611;58;58;2
7612;59;59;2
7613;57;57;2
7614;55;55;2
7615;53;53;2
7616;51;51;2
7617;48;48;2
7618;46;46;2
7619;44;44;2
7620;41;41;2
7621;36;36;2
7622;31;31;2
7623;22;22;2
7624;16;16;2
7625;14;14;2
7626;15;15;2
7627;16;16;2
7628;19;19;2
7629;22;22;2
7630;24;24;2
7631;27;27;2
7632;30;30;2
7633;32;32;2
7634;34;34;2
7635;35;35;2
7636;35;35;2
7637;33;33;2
7638;32;32;2
7639;32;32;2
7640;32;32;2
7641;32;32;2
7642;31;31;2
7643;30;30;2
7644;29;29;2
7645;29;29;2
7646;29;29;2
7647;29;29;2
7648;30;30;2
7649;30;30;2
7650;30;30;2
7651;31;31;2
7652;31;31;2
7653;31;31;2
7654;31;31;2
7655;32;32;2
7656;32;32;2
7657;31;31;2
7658;31;31;2
7659;31;31;2
7660;32;32;2
7661;32;32;2
7662;32;32;2
7663;32;32;2
7664;33;33;2
7665;32;32;2
7666;31;31;2
7667;31;31;2
7668;30;30;2
7669;27;27;2
7670;23;23;2
7671;19;19;2
7672;15;15;2
7673;12;12;2
7674;11;11;2
7675;13;13;2
7676;15;15;2
7677;18;18;2
7678;22;22;2
7679;26;26;2
7680;30;30;2
7681;33;33;2
7682;36;36;2
7683;38;38;2
7684;41;41;2
7685;43;43;2
7686;45;45;2
7687;44;44;2
7688;42;42;2
7689;41;41;2
7690;40;40;2
7691;35;35;2
7692;31;31;2
7693;27;27;2
7694;22;22;2
7695;16;16;2
7696;14;14;2
7697;11;11;2
7698;9;9;1
7699;4;4;1
7700;3;3;1
7701;2;2;1
7702;1;2;1
7703;0;2;1
7704;0;2;1
7705;0;2;1
7706;0;2;1
7707;0;2;1
7708;0;2;1
7709;0;0;0
7710;0;0;0
7711;0;0;0
7712;0;0;0
7713;0;0;0
7714;0;0;0
7715;0;0;0
7716;0;0;0
7717;0;0;0
7718;0;0;0
7719;0;0;0
7720;0;0;0
7721;0;0;0
7722;0;0;0
7723;0;0;0
7724;0;0;0
7725;0;0;0
7726;0;0;0
7727;0;0;0
7728;0;0;0
7729;0;0;0
7730;0;0;0
7731;0;0;0
7732;0;0;0
7733;0;0;0
7734;0;0;0
7735;0;0;0
7736;0;0;0
7737;0;0;0
7738;0;0;0
7739;0;0;0
7740;0;0;0
7741;0;0;0
7742;0;0;0
7743;0;0;0
7744;0;0;0
7745;0;0;0
7746;0;0;0
7747;0;0;0
7748;0;0;0
7749;0;0;0
7750;0;0;0
7751;0;0;0
7752;0;0;0
7753;0;0;0
7754;0;0;0
7755;0;0;0
7756;0;0;0
7757;0;0;0
7758;0;0;0
7759;0;0;0
7760;0;0;0
7761;0;0;0
7762;0;0;0
7763;0;0;0
7764;0;0;0
7765;0;0;0
7766;0;0;0
7767;0;0;0
7768;0;0;0
7769;0;0;0
7770;0;0;0
7771;0;0;0
7772;0;0;0
7773;0;0;0
7774;0;0;0
7775;0;0;0
7776;0;0;0
7777;0;0;0
7778;0;0;0
7779;0;0;0
7780;0;0;0
7781;0;0;0
7782;0;0;0
7783;0;0;0
7784;0;0;0
7785;0;0;0
7786;0;0;0
7787;0;0;0
7788;0;0;0
7789;0;0;0
7790;0;0;0
7791;0;0;0
7792;0;0;0
7793;0;0;0
7794;0;0;0
7795;0;0;0
7796;0;0;0
7797;0;0;0
7798;0;0;0
7799;0;0;0
7800;0;0;0
7801;0;0;0
7802;0;0;0
7803;0;0;0
7804;0;0;0
7805;0;0;0
7806;0;0;0
7807;0;0;0
7808;0;0;0
7809;1;0;0
7810;0;0;0
7811;1;0;0
7812;0;0;0
7813;0;0;0
7814;0;0;0
7815;0;0;0
7816;0;0;0
7817;0;0;0
7818;0;0;0
7819;0;0;0
7820;0;0;0
7821;0;0;0
7822;0;0;0
7823;0;0;0
7824;0;0;0
7825;0;0;0
7826;0;0;0
7827;0;0;0
7828;0;0;0
7829;0;0;0
7830;0;0;0
7831;0;0;0
7832;0;0;0
7833;0;0;0
7834;1;0;0
7835;0;0;0
7836;0;0;0
7837;0;0;0
7838;0;0;0
7839;0;0;0
7840;0;0;0
7841;0;0;0
7842;0;0;0
7843;0;0;0
7844;0;0;0
7845;0;0;0
7846;0;0;0
7847;0;0;0
7848;0;0;0
7849;0;0;0
7850;0;0;0
7851;0;0;0
7852;0;0;0
7853;0;0;0
7854;0;0;0
7855;0;0;0
7856;0;0;0
7857;0;0;0
7858;0;0;0
7859;0;0;0
7860;0;0;0
7861;0;0;0
7862;0;0;0
7863;0;0;0
7864;0;0;0
7865;0;0;0
7866;0;0;0
7867;1;0;0
7868;1;0;0
7869;0;0;0
7870;0;0;0
7871;0;0;0
7872;0;0;0
7873;0;0;0
7874;0;0;0
7875;0;0;0
7876;0;0;0
7877;1;0;0
7878;1;0;0
7879;1;0;0
7880;1;0;0
7881;1;0;0
7882;1;0;0
7883;1;0;0
7884;1;0;0
7885;1;0;0
7886;1;0;0
7887;0;0;0
7888;0;0;0
7889;1;0;0
7890;0;0;0
7891;0;0;0
7892;0;0;0
7893;0;0;0
7894;0;0;0
7895;0;0;0
7896;0;0;0
7897;0;0;0
7898;0;0;0
7899;0;0;0
7900;0;0;0
7901;0;0;0
7902;0;0;0
7903;0;0;0
7904;0;0;0
7905;0;0;0
7906;0;0;0
7907;0;0;0
7908;0;0;0
7909;0;0;0
7910;0;0;0
7911;0;0;0
7912;0;0;0
7913;0;0;0
7914;0;0;0
7915;0;0;0
7916;0;0;0
7917;0;0;0
7918;0;0;0
7919;0;0;0
7920;0;0;0
7921;0;0;0
7922;0;0;0
7923;0;0;0
7924;0;0;0
7925;0;0;0
7926;0;0;0
7927;0;0;0
7928;0;0;0
7929;0;0;0
7930;0;0;0
7931;0;0;0
7932;0;0;0
7933;0;0;0
7934;0;0;0
7935;0;0;0
7936;0;0;0
7937;0;0;0
7938;0;0;0
7939;0;0;0
7940;0;0;0
