Times;Class_based_Speed;First_Classification;Snd_Classification;Heuristic_correction;States_REAL;States_Simio;Speed(km/h)
13232;1;1;1;1;1;1;2
13233;1;1;1;1;1;1;2
13234;1;1;1;1;1;1;2
13235;1;1;1;1;1;1;3
13236;1;1;1;1;1;1;4
13237;1;1;1;1;1;1;5
13238;1;1;1;1;1;1;3
13239;1;1;1;1;1;1;4
13240;1;1;1;1;1;1;4
13241;1;1;1;1;1;1;4
13242;1;1;1;1;1;1;4
13243;1;1;1;1;1;1;4
13244;1;1;1;1;1;1;4
13245;1;1;1;1;1;1;3
13246;1;1;1;1;1;1;3
13247;1;1;1;1;1;1;4
13248;1;1;1;1;1;1;4
13249;1;1;1;1;1;1;4
13250;1;1;1;1;1;1;3
13251;1;1;1;1;1;1;3
13252;1;1;1;1;1;1;3
13253;1;1;1;1;1;1;3
13254;1;1;1;1;1;1;3
13255;1;1;1;1;1;1;3
13256;1;1;1;1;1;1;3
13257;1;1;1;1;1;1;3
13258;1;1;1;1;1;1;3
13259;1;1;1;1;1;1;2
13260;0;1;1;1;1;1;0
13261;1;1;1;1;1;1;2
13262;1;1;1;1;1;1;2
13263;1;1;1;1;1;1;2
13264;1;1;1;1;1;1;3
13265;1;1;1;1;1;1;2
13266;1;1;1;1;1;1;2
13267;1;1;1;1;1;1;2
13268;1;1;1;1;1;1;3
13269;1;1;1;1;1;1;2
13270;1;1;1;1;1;1;3
13271;1;1;1;1;1;1;2
13272;1;1;1;1;1;1;3
13273;1;1;1;1;1;1;3
13274;1;1;1;1;1;1;1
13275;1;1;1;1;1;1;2
13276;1;1;1;1;1;1;4
13277;1;1;1;1;1;1;4
13278;1;1;1;1;1;1;3
13279;1;1;1;1;1;1;4
13280;1;1;1;1;1;1;4
13281;1;1;1;1;1;1;4
13282;1;1;1;1;1;1;2
13283;1;1;1;1;1;1;2
13284;1;1;1;1;1;1;1
13285;1;1;1;1;1;1;1
13286;1;1;1;1;1;1;1
13287;0;1;1;1;1;1;0
13288;1;1;1;1;1;1;1
13289;1;1;1;1;1;1;4
13290;1;1;1;1;1;1;1
13291;1;1;1;1;1;1;3
13292;1;1;1;1;1;1;3
13293;1;1;1;1;1;1;1
13294;0;1;1;1;1;1;0
13295;1;1;1;1;1;1;2
13296;1;1;1;1;1;1;3
13297;1;1;1;1;1;1;3
13298;1;1;1;1;1;1;3
13299;1;1;1;1;1;1;4
13300;1;1;1;1;1;1;3
13301;1;1;1;1;1;1;3
13302;1;1;1;1;1;1;4
13303;1;1;1;1;1;1;3
13304;1;1;1;1;1;1;2
13305;1;1;1;1;1;1;3
13306;1;1;1;1;1;1;3
13307;1;1;1;1;1;1;2
13308;1;1;1;1;1;1;2
13309;1;1;1;1;1;1;2
13310;0;1;1;1;1;1;0
13311;1;1;1;1;1;1;1
13312;1;1;1;1;1;1;2
13313;1;1;1;1;1;1;2
13314;1;1;1;1;1;1;2
13315;1;1;1;1;1;1;2
13316;1;1;1;1;1;1;2
13317;0;1;1;1;1;1;0
13318;0;1;1;1;1;1;0
13319;1;1;1;1;1;1;1
13320;1;1;1;1;1;1;1
13321;1;1;1;1;1;1;1
13322;1;1;1;1;1;1;1
13323;1;1;1;1;1;1;1
13324;1;1;1;1;1;1;1
13325;0;1;1;1;1;1;0
13326;1;1;1;1;1;1;1
13327;1;1;1;1;1;1;1
13328;1;1;1;1;1;1;1
13329;1;1;1;1;1;1;2
13330;1;1;1;1;1;1;1
13331;0;1;1;1;1;1;0
13332;0;1;1;1;1;1;0
13333;0;1;1;1;1;1;0
13334;1;1;1;1;1;1;2
13335;1;1;1;1;1;1;3
13336;1;1;1;1;1;1;4
13337;1;1;1;1;1;1;5
13338;1;1;1;1;1;1;3
13339;1;1;1;1;1;1;4
13340;1;1;1;1;1;1;5
13341;1;1;1;1;1;1;5
13342;1;1;1;1;1;1;6
13343;1;1;1;1;1;1;5
13344;1;1;1;1;1;1;6
13345;1;1;1;1;1;1;5
13346;1;1;1;1;1;1;5
13347;1;1;1;1;1;1;4
13348;1;1;1;1;1;1;4
13349;1;1;1;1;1;1;2
13350;1;1;1;1;1;1;3
13351;1;1;1;1;1;1;3
13352;1;1;1;1;1;1;2
13353;0;1;1;1;1;1;0
13354;1;1;1;1;1;1;1
13355;1;1;1;1;1;1;1
13356;1;1;1;1;1;1;2
13357;1;1;1;1;1;1;3
13358;1;1;1;1;1;1;2
13359;1;1;1;1;1;1;3
13360;1;1;1;1;1;1;3
13361;1;1;1;1;1;1;4
13362;1;1;1;1;1;1;2
13363;1;1;1;1;1;1;3
13364;1;1;1;1;1;1;1
13365;1;1;1;1;1;1;1
13366;1;1;1;1;1;1;2
13367;1;1;1;1;1;1;1
13368;0;1;1;1;1;1;0
13369;1;1;1;1;1;1;1
13370;1;1;1;1;1;1;2
13371;1;1;1;1;1;1;2
13372;1;1;1;1;1;1;2
13373;1;1;1;1;1;1;3
13374;1;1;1;1;1;1;2
13375;1;1;1;1;1;1;2
13376;1;1;1;1;1;1;1
13377;1;1;1;1;1;1;2
13378;1;1;1;1;1;1;1
13379;1;1;1;1;1;1;1
13380;1;1;1;1;1;1;2
13381;1;1;1;1;1;1;1
13382;1;1;1;1;1;1;2
13383;1;1;1;1;1;1;2
13384;1;1;1;1;1;1;2
13385;1;1;1;1;1;1;2
13386;1;1;1;1;1;1;2
13387;1;1;1;1;1;1;2
13388;1;1;1;1;1;1;2
13389;1;1;1;1;1;1;3
13390;1;1;1;1;1;1;2
13391;1;1;1;1;1;1;3
13392;1;1;1;1;1;1;3
13393;1;1;1;1;1;1;3
13394;1;1;1;1;1;1;3
13395;1;1;1;1;1;1;4
13396;1;1;1;1;1;1;4
13397;1;1;1;1;1;1;4
13398;1;1;1;1;1;1;4
13399;1;1;1;1;1;1;4
13400;1;1;1;1;1;1;4
13401;1;1;1;1;1;1;4
13402;1;1;1;1;1;1;5
13403;1;1;1;1;1;1;5
13404;1;1;1;1;1;1;4
13405;1;1;1;1;1;1;5
13406;1;1;1;1;1;1;5
13407;1;1;1;1;1;1;5
13408;1;1;1;1;1;1;4
13409;1;1;1;1;1;1;5
13410;1;1;1;1;1;1;5
13411;1;1;1;1;1;1;6
13412;1;1;1;1;1;1;6
13413;1;1;1;1;1;1;6
13414;1;1;1;1;1;1;7
13415;1;1;1;1;1;1;7
13416;1;1;1;1;1;1;6
13417;1;1;1;1;1;1;6
13418;1;1;1;1;1;1;6
13419;1;1;1;1;1;1;6
13420;1;1;1;1;1;1;6
13421;1;1;1;1;1;1;6
13422;1;1;1;1;1;1;6
13423;1;1;1;1;1;1;5
13424;1;1;1;1;1;1;6
13425;1;1;1;1;1;1;6
13426;1;1;1;1;1;1;4
13427;1;1;1;1;1;1;4
13428;1;1;1;1;1;1;5
13429;1;1;1;1;1;1;6
13430;1;1;1;1;1;1;5
13431;1;1;1;1;1;1;5
13432;1;1;1;1;1;1;6
13433;1;1;1;1;1;1;6
13434;1;1;1;1;1;1;6
13435;1;1;1;1;1;1;6
13436;1;1;1;1;1;1;6
13437;1;1;1;1;1;1;5
13438;1;1;1;1;1;1;5
13439;1;1;1;1;1;1;3
13440;1;1;1;1;1;1;3
13441;1;1;1;1;1;1;3
13442;1;1;1;1;1;1;3
13443;1;1;1;1;1;1;3
13444;1;1;1;1;1;1;2
13445;1;1;1;1;1;1;1
13446;0;1;1;1;1;1;0
13447;0;1;1;1;1;1;0
13448;0;1;1;1;1;1;0
13449;0;1;1;1;1;1;0
13450;0;1;1;1;1;1;0
13451;0;1;1;1;1;1;0
13452;0;1;1;1;1;1;0
13453;0;1;1;1;1;1;0
13454;0;1;1;1;1;1;0
13455;0;1;1;1;1;1;0
13456;0;1;1;1;1;1;0
13457;0;1;1;1;1;1;0
13458;0;1;1;1;1;1;0
13459;0;1;1;1;1;1;0
13460;0;1;1;1;1;1;0
13461;0;1;1;1;1;1;0
13462;1;1;1;1;1;1;1
13463;1;1;1;1;1;1;3
13464;1;1;1;1;1;1;1
13465;1;1;1;1;1;1;5
13466;1;1;1;1;1;1;6
13467;1;1;1;1;1;1;5
13468;1;1;1;1;0;0;4
13469;1;1;1;1;0;0;5
13470;1;1;1;1;0;0;7
13471;1;1;1;1;0;0;8
13472;1;1;1;1;0;0;5
13473;1;1;1;1;0;0;3
13474;0;1;1;1;0;0;0
13475;1;1;1;1;0;0;1
13476;0;1;1;1;0;0;0
13477;0;1;1;1;0;0;0
13478;0;1;1;1;0;0;0
13479;1;1;1;1;0;0;1
13480;0;1;1;1;0;0;0
13481;0;1;1;1;0;0;0
13482;0;1;1;1;0;0;0
13483;0;1;1;1;0;0;0
13484;1;1;1;1;0;0;1
13485;1;1;1;1;0;0;3
13486;1;1;1;1;0;0;2
13487;1;1;1;1;0;0;4
13488;1;1;1;1;0;0;5
13489;1;1;1;1;0;0;4
13490;1;1;1;1;0;0;4
13491;1;1;1;1;0;0;2
13492;1;1;1;1;0;0;2
13493;1;1;1;1;0;0;2
13494;1;1;1;1;0;0;4
13495;1;1;1;1;0;0;2
13496;1;1;1;1;0;0;1
13497;1;1;1;1;0;0;1
13498;0;1;1;1;0;0;0
13499;1;1;1;1;0;0;2
13500;1;1;1;1;0;0;1
13501;0;1;1;1;0;0;0
13502;0;1;1;1;0;0;0
13503;1;0;0;0;0;0;1
13504;0;0;0;0;0;0;0
13505;0;0;0;0;0;0;0
13506;0;0;0;0;0;0;0
13507;0;0;0;0;0;0;0
13508;0;0;0;0;0;0;0
13509;0;0;0;0;0;0;0
13510;1;0;0;0;0;0;1
13511;0;0;0;0;0;0;0
13512;0;0;0;0;0;0;0
13513;0;0;0;0;0;0;0
13514;0;0;0;0;0;0;0
13515;0;0;0;0;0;0;0
13516;0;0;0;0;0;0;0
13517;0;0;0;0;0;0;0
13518;0;0;0;0;0;0;0
13519;0;0;0;0;0;0;0
13520;0;0;0;0;0;0;0
13521;0;0;0;0;0;0;0
13522;0;0;0;0;0;0;0
13523;0;0;0;0;0;0;0
13524;0;0;0;0;0;0;0
13525;0;0;0;0;0;0;0
13526;0;0;0;0;0;0;0
13527;0;0;0;0;0;0;0
13528;0;0;0;0;0;0;0
13529;0;0;0;0;0;0;0
13530;0;0;0;0;0;0;0
13531;0;0;0;0;0;0;0
13532;0;0;0;0;0;0;0
13533;0;0;0;0;0;0;0
13534;0;0;0;0;0;0;0
13535;0;0;0;0;0;0;0
13536;0;0;0;0;0;0;0
13537;0;0;0;0;0;0;0
13538;1;0;0;0;0;0;1
13539;0;0;0;0;0;0;0
13540;0;0;0;0;0;0;0
13541;0;0;0;0;0;0;0
13542;0;0;0;0;0;0;0
13543;0;0;0;0;0;0;0
13544;0;0;0;0;0;0;0
13545;0;0;0;0;0;0;0
13546;0;0;0;0;0;0;0
13547;0;0;0;0;0;0;0
13548;0;0;0;0;0;0;0
13549;0;0;0;0;0;0;0
13550;0;0;0;0;0;0;0
13551;0;0;0;0;0;0;0
13552;0;0;0;0;0;0;0
13553;0;0;0;0;0;0;0
13554;0;0;0;0;0;0;0
13555;0;0;0;0;0;0;0
13556;0;0;0;0;0;0;0
13557;0;0;0;0;0;0;0
13558;0;0;0;0;0;0;0
13559;0;0;0;0;0;0;0
13560;0;0;0;0;0;0;0
13561;0;0;0;0;0;0;0
13562;0;0;0;0;0;0;0
13563;0;0;0;0;0;0;0
13564;0;0;0;0;0;0;0
13565;0;0;0;0;0;0;0
13566;0;0;0;0;0;0;0
13567;0;0;0;0;0;0;0
13568;0;0;0;0;0;0;0
13569;0;0;0;0;1;1;0
13570;0;0;0;0;1;1;0
13571;0;0;0;0;1;1;0
13572;0;0;0;0;1;1;0
13573;0;0;0;0;1;1;0
13574;0;0;0;0;1;1;0
13575;0;0;0;0;1;1;0
13576;0;0;0;0;1;1;0
13577;0;0;0;0;1;1;0
13578;0;0;0;0;1;1;0
13579;0;0;0;0;1;1;0
13580;0;0;0;0;1;1;0
13581;0;0;0;0;1;1;0
13582;0;0;0;0;1;1;0
13583;0;0;0;0;1;1;0
13584;0;0;0;0;1;1;0
13585;0;0;0;0;1;1;0
13586;0;0;0;0;1;1;0
13587;0;0;0;0;1;1;0
13588;0;0;0;0;1;1;0
13589;0;0;0;0;1;1;0
13590;0;0;0;0;1;1;0
13591;0;0;0;0;1;1;0
13592;0;0;0;0;1;1;0
13593;0;0;0;0;1;1;0
13594;0;0;0;0;1;1;0
13595;0;0;0;0;1;1;0
13596;0;0;0;0;1;1;0
13597;0;0;0;0;1;1;0
13598;0;0;0;0;1;1;0
13599;0;0;0;0;1;1;0
13600;0;0;0;0;1;1;0
13601;0;0;0;0;1;1;0
13602;0;0;0;0;1;1;0
13603;0;0;0;0;1;1;0
13604;0;1;1;1;1;1;0
13605;0;1;1;1;1;1;0
13606;0;1;1;1;1;1;0
13607;0;1;1;1;1;1;0
13608;0;1;1;1;1;1;0
13609;0;1;1;1;1;1;0
13610;0;1;1;1;1;1;0
13611;0;1;1;1;1;1;0
13612;0;1;1;1;1;1;0
13613;0;1;1;1;1;1;0
13614;0;1;1;1;1;1;0
13615;0;1;1;1;1;1;0
13616;0;1;1;1;1;1;0
13617;0;1;1;1;1;1;0
13618;1;1;1;1;1;1;1
13619;0;1;1;1;1;1;0
13620;0;1;1;1;1;1;0
13621;0;1;1;1;1;1;0
13622;0;1;1;1;1;1;0
13623;0;1;1;1;1;1;0
13624;0;1;1;1;1;1;0
13625;0;1;1;1;1;1;0
13626;0;1;1;1;1;1;0
13627;0;1;1;1;1;1;0
13628;0;1;1;1;1;1;0
13629;1;1;1;1;1;1;1
13630;1;1;1;1;1;1;4
13631;1;1;1;1;1;1;3
13632;1;1;1;1;1;1;2
13633;1;1;1;1;1;1;3
13634;1;1;1;1;1;1;5
13635;1;1;1;1;1;1;4
13636;1;1;1;1;1;1;4
13637;1;1;1;1;1;1;3
13638;1;1;1;1;1;1;4
13639;1;1;1;1;1;1;3
13640;1;1;1;1;1;1;3
13641;1;1;1;1;1;1;4
13642;1;1;1;1;1;1;7
13643;1;1;1;1;1;1;8
13644;1;1;1;1;1;1;8
13645;1;1;1;1;1;1;8
13646;1;1;1;1;1;1;7
13647;1;1;1;1;1;1;7
13648;1;1;1;1;1;1;8
13649;1;1;1;1;1;1;9
13650;1;1;1;1;1;1;7
13651;1;1;1;1;1;1;7
13652;1;1;1;1;1;1;7
13653;1;1;1;1;1;1;6
13654;1;1;1;1;1;1;5
13655;1;1;1;1;1;1;4
13656;1;1;1;1;1;1;5
13657;1;1;1;1;1;1;5
13658;1;1;1;1;1;1;7
13659;1;1;1;1;1;1;6
13660;1;1;1;1;1;1;6
13661;1;1;1;1;1;1;5
13662;1;1;1;1;1;1;4
13663;1;1;1;1;1;1;3
13664;1;1;1;1;1;1;2
13665;1;1;1;1;1;1;1
13666;1;1;1;1;1;1;2
13667;1;1;1;1;1;1;2
13668;1;1;1;1;1;1;2
13669;1;1;1;1;1;1;3
13670;1;1;1;1;1;1;3
13671;1;1;1;1;1;1;2
13672;1;1;1;1;1;1;2
13673;0;1;1;1;1;1;0
13674;0;1;1;1;1;1;0
13675;1;1;1;1;1;1;2
13676;1;1;1;1;1;1;1
13677;1;1;1;1;1;1;2
13678;1;1;1;1;1;1;3
13679;1;1;1;1;1;1;3
13680;1;1;1;1;1;1;3
13681;1;1;1;1;1;1;3
13682;1;1;1;1;1;1;3
13683;1;1;1;1;1;1;2
13684;1;1;1;1;1;1;1
13685;1;1;1;1;1;1;2
13686;1;1;1;1;1;1;3
13687;1;1;1;1;1;1;2
13688;1;1;1;1;1;1;3
13689;1;1;1;1;1;1;4
13690;1;1;1;1;1;1;3
13691;1;1;1;1;1;1;3
13692;1;1;1;1;1;1;3
13693;1;1;1;1;1;1;4
13694;1;1;1;1;1;1;4
13695;1;1;1;1;1;1;4
13696;1;1;1;1;1;1;4
13697;1;1;1;1;1;1;4
13698;1;1;1;1;1;1;3
13699;1;1;1;1;1;1;4
13700;1;1;1;1;1;1;5
13701;1;1;1;1;1;1;4
13702;1;1;1;1;1;1;4
13703;1;1;1;1;1;1;5
13704;1;1;1;1;1;1;4
13705;1;1;1;1;1;1;5
13706;1;1;1;1;1;1;5
13707;1;1;1;1;1;1;4
13708;1;1;1;1;1;1;4
13709;1;1;1;1;1;1;5
13710;1;1;1;1;1;1;4
13711;1;1;1;1;1;1;5
13712;1;1;1;1;1;1;5
13713;1;1;1;1;1;1;6
13714;1;1;1;1;1;1;5
13715;1;1;1;1;1;1;5
13716;1;1;1;1;1;1;4
13717;1;1;1;1;1;1;6
13718;1;1;1;1;1;1;5
13719;1;1;1;1;1;1;5
13720;1;1;1;1;1;1;5
13721;1;1;1;1;1;1;6
13722;1;1;1;1;1;1;8
13723;1;1;1;1;1;1;8
13724;1;1;1;1;1;1;8
13725;1;1;1;1;1;1;7
13726;1;1;1;1;1;1;6
13727;1;1;1;1;1;1;5
13728;1;1;1;1;1;1;6
13729;1;1;1;1;1;1;7
13730;1;1;1;1;1;1;4
13731;1;1;1;1;1;1;7
13732;1;1;1;1;1;1;5
13733;1;1;1;1;1;1;5
13734;1;1;1;1;1;1;6
13735;1;1;1;1;1;1;5
13736;1;1;1;1;1;1;3
13737;1;1;1;1;1;1;3
13738;1;1;1;1;1;1;4
13739;1;1;1;1;1;1;4
13740;1;1;1;1;1;1;6
13741;1;1;1;1;1;1;6
13742;1;1;1;1;1;1;5
13743;1;1;1;1;1;1;4
13744;1;1;1;1;1;1;8
13745;1;1;1;1;1;1;8
13746;1;1;1;1;1;1;7
13747;1;1;1;1;1;1;8
13748;1;1;1;1;1;1;8
13749;1;1;1;1;1;1;8
13750;1;1;1;1;1;1;5
13751;1;1;1;1;1;1;5
13752;1;1;1;1;1;1;5
13753;1;1;1;1;1;1;5
13754;1;1;1;1;1;1;5
13755;1;1;1;1;1;1;8
13756;1;1;1;1;1;1;9
13757;1;1;1;1;1;1;8
13758;1;1;1;1;1;1;8
13759;1;1;1;1;1;1;9
13760;1;1;1;1;1;1;9
13761;1;1;1;1;1;1;8
13762;1;1;1;1;1;1;6
13763;1;1;1;1;1;1;4
13764;1;1;1;1;1;1;2
13765;1;1;1;1;1;1;2
13766;1;1;1;1;1;1;3
13767;1;1;1;1;1;1;2
13768;1;1;1;1;1;1;4
13769;1;1;1;1;1;1;6
13770;1;1;1;1;1;1;4
13771;1;1;1;1;1;1;3
13772;1;1;1;1;1;1;8
13773;1;1;1;1;1;1;8
13774;1;1;1;1;1;1;5
13775;1;1;1;1;1;1;4
13776;1;1;1;1;1;1;5
13777;1;1;1;1;1;1;3
13778;1;1;1;1;1;1;5
13779;1;1;1;1;1;1;6
13780;1;1;1;1;1;1;6
13781;1;1;1;1;1;1;3
13782;1;1;1;1;1;1;4
13783;1;1;1;1;1;1;2
13784;1;1;1;1;1;1;3
13785;1;1;1;1;1;1;3
13786;1;1;1;1;1;1;2
13787;1;1;1;1;1;1;2
13788;1;1;1;1;1;1;2
13789;1;1;1;1;1;1;2
13790;1;1;1;1;1;1;2
13791;1;1;1;1;1;1;2
13792;1;1;1;1;1;1;1
13793;1;1;1;1;1;1;2
13794;1;1;1;1;1;1;2
13795;1;1;1;1;1;1;2
13796;1;1;1;1;1;1;1
13797;1;1;1;1;1;1;2
13798;1;1;1;1;1;1;1
13799;0;1;1;1;1;1;0
13800;1;1;1;1;1;1;1
13801;0;1;1;1;1;1;0
13802;0;1;1;1;1;1;0
13803;0;1;1;1;1;1;0
13804;0;1;1;1;1;1;0
13805;0;1;1;1;1;1;0
13806;1;1;1;1;1;1;1
13807;1;1;1;1;1;1;1
13808;1;1;1;1;1;1;1
13809;1;1;1;1;1;1;3
13810;1;1;1;1;1;1;4
13811;1;1;1;1;1;1;4
13812;1;1;1;1;1;1;6
13813;1;1;1;1;1;1;7
13814;1;1;1;1;1;1;9
13815;0;2;1;1;1;1;10
13816;0;2;1;1;1;1;10
13817;0;2;1;1;1;1;10
13818;1;1;1;1;1;1;8
13819;1;1;1;1;1;1;9
13820;1;1;1;1;1;1;5
13821;1;1;1;1;1;1;4
13822;1;1;1;1;1;1;3
13823;1;1;1;1;1;1;2
13824;1;1;1;1;1;1;2
13825;1;1;1;1;1;1;2
13826;1;1;1;1;1;1;2
13827;1;1;1;1;1;1;2
13828;1;1;1;1;1;1;1
13829;1;1;1;1;1;1;2
13830;1;1;1;1;1;1;2
13831;1;1;1;1;1;1;1
13832;1;1;1;1;1;1;1
13833;1;1;1;1;1;1;1
13834;0;1;1;1;1;1;0
13835;0;1;1;1;1;1;0
13836;0;1;1;1;1;1;0
13837;0;1;1;1;1;1;0
13838;1;1;1;1;1;1;2
13839;1;1;1;1;1;1;4
13840;1;1;1;1;1;1;3
13841;1;1;1;1;1;1;4
13842;1;1;1;1;1;1;2
13843;1;1;1;1;1;1;1
13844;1;1;1;1;1;1;2
13845;1;1;1;1;1;1;1
13846;1;1;1;1;1;1;1
13847;1;1;1;1;1;1;1
13848;0;1;1;1;1;1;0
13849;1;1;1;1;1;1;1
13850;1;1;1;1;1;1;1
13851;1;1;1;1;1;1;1
13852;1;1;1;1;1;1;1
13853;1;1;1;1;1;1;2
13854;1;1;1;1;1;1;2
13855;1;1;1;1;1;1;2
13856;1;1;1;1;1;1;1
13857;0;1;1;1;1;1;0
13858;0;1;1;1;1;1;0
13859;1;1;1;1;1;1;2
13860;1;1;1;1;1;1;1
13861;1;1;1;1;1;1;2
13862;1;1;1;1;1;1;4
13863;1;1;1;1;1;1;4
13864;1;1;1;1;1;1;4
13865;1;1;1;1;1;1;5
13866;1;1;1;1;1;1;5
13867;1;1;1;1;1;1;5
13868;1;1;1;1;1;1;6
13869;1;1;1;1;1;1;6
13870;1;1;1;1;1;1;5
13871;1;1;1;1;1;1;4
13872;1;1;1;1;1;1;4
13873;1;1;1;1;1;1;6
13874;1;1;1;1;1;1;7
13875;1;1;1;1;1;1;7
13876;0;2;1;1;1;1;10
13877;0;2;1;1;1;1;12
13878;0;2;1;1;1;1;14
13879;0;2;1;1;1;1;14
13880;0;2;1;1;1;1;15
13881;0;2;1;1;1;1;15
13882;0;2;1;1;1;1;15
13883;0;2;1;1;1;1;14
13884;0;2;1;1;1;1;13
13885;1;1;1;1;1;1;9
13886;1;1;1;1;1;1;6
13887;1;1;1;1;1;1;6
13888;1;1;1;1;1;1;6
13889;1;1;1;1;1;1;6
13890;1;1;1;1;1;1;6
13891;1;1;1;1;1;1;7
13892;1;1;1;1;1;1;6
13893;1;1;1;1;1;1;7
13894;1;1;1;1;1;1;5
13895;1;1;1;1;1;1;8
13896;1;1;1;1;1;1;7
13897;1;1;1;1;1;1;6
13898;1;1;1;1;1;1;6
13899;1;1;1;1;1;1;5
13900;1;1;1;1;1;1;6
13901;1;1;1;1;1;1;6
13902;1;1;1;1;1;1;7
13903;1;1;1;1;1;1;6
13904;1;1;1;1;1;1;7
13905;1;1;1;1;1;1;8
13906;1;1;1;1;1;1;8
13907;1;1;1;1;1;1;9
13908;1;1;1;1;1;1;8
13909;1;1;1;1;1;1;8
13910;1;1;1;1;1;1;8
13911;1;1;1;1;1;1;8
13912;1;1;1;1;1;1;8
13913;1;1;1;1;1;1;8
13914;1;1;1;1;1;1;7
13915;1;1;1;1;1;1;7
13916;1;1;1;1;1;1;8
13917;1;1;1;1;1;1;8
13918;1;1;1;1;1;1;8
13919;1;1;1;1;1;1;8
13920;1;1;1;1;1;1;9
13921;1;1;1;1;1;1;9
13922;0;2;1;1;1;1;10
13923;1;1;1;1;1;1;9
13924;0;2;1;1;1;1;10
13925;0;2;1;1;1;1;10
13926;1;1;1;1;1;1;7
13927;1;1;1;1;1;1;7
13928;1;1;1;1;1;1;5
13929;1;1;1;1;1;1;3
13930;1;1;1;1;1;1;4
13931;1;1;1;1;1;1;4
13932;1;1;1;1;1;1;4
13933;1;1;1;1;1;1;3
13934;1;1;1;1;1;1;1
13935;1;1;1;1;1;1;2
13936;1;1;1;1;1;1;1
13937;1;1;1;1;1;1;2
13938;1;1;1;1;1;1;2
13939;1;1;1;1;1;1;2
13940;1;1;1;1;1;1;2
13941;1;1;1;1;1;1;1
13942;1;1;1;1;1;1;1
13943;1;1;1;1;1;1;2
13944;1;1;1;1;1;1;2
13945;1;1;1;1;1;1;1
13946;1;1;1;1;1;1;2
13947;1;1;1;1;1;1;1
13948;1;1;1;1;1;1;1
13949;1;1;1;1;1;1;1
13950;1;1;1;1;1;1;2
13951;1;1;1;1;1;1;1
13952;1;1;1;1;1;1;1
13953;1;1;1;1;1;1;2
13954;1;1;1;1;1;1;1
13955;1;1;1;1;1;1;1
13956;1;1;1;1;1;1;2
13957;1;1;1;1;1;1;1
13958;1;1;1;1;1;1;2
13959;1;1;1;1;1;1;3
13960;1;1;1;1;1;1;3
13961;1;1;1;1;1;1;2
13962;1;1;1;1;1;1;2
13963;1;1;1;1;1;1;3
13964;1;1;1;1;1;1;3
13965;1;1;1;1;1;1;3
13966;1;1;1;1;1;1;2
13967;1;1;1;1;1;1;2
13968;1;1;1;1;1;1;2
13969;1;1;1;1;1;1;2
13970;1;1;1;1;1;1;1
13971;1;1;1;1;1;1;1
13972;1;1;1;1;1;1;1
13973;1;1;1;1;1;1;1
13974;1;1;1;1;1;1;2
13975;1;1;1;1;1;1;1
13976;1;1;1;1;1;1;1
13977;1;1;1;1;1;1;2
13978;1;1;1;1;1;1;3
13979;1;1;1;1;1;1;2
13980;1;1;1;1;1;1;2
13981;1;1;1;1;1;1;2
13982;1;1;1;1;1;1;2
13983;1;1;1;1;1;1;2
13984;1;1;1;1;1;1;2
13985;1;1;1;1;1;1;2
13986;1;1;1;1;1;1;3
13987;1;1;1;1;1;1;3
13988;1;1;1;1;1;1;3
13989;1;1;1;1;1;1;3
13990;1;1;1;1;1;1;3
13991;1;1;1;1;1;1;3
13992;1;1;1;1;1;1;2
13993;1;1;1;1;1;1;2
13994;1;1;1;1;1;1;2
13995;1;1;1;1;1;1;2
13996;1;1;1;1;1;1;2
13997;1;1;1;1;1;1;2
13998;1;1;1;1;1;1;3
13999;1;1;1;1;1;1;3
14000;1;1;1;1;1;1;2
14001;1;1;1;1;1;1;3
14002;1;1;1;1;1;1;3
14003;1;1;1;1;1;1;3
14004;1;1;1;1;1;1;3
14005;1;1;1;1;1;1;3
14006;1;1;1;1;1;1;3
14007;1;1;1;1;1;1;3
14008;1;1;1;1;1;1;3
14009;1;1;1;1;1;1;2
14010;1;1;1;1;1;1;2
14011;1;1;1;1;1;1;2
14012;1;1;1;1;1;1;2
14013;1;1;1;1;1;1;2
14014;0;1;1;1;1;1;0
14015;0;1;1;1;1;1;0
14016;0;1;1;1;1;1;0
14017;0;1;1;1;1;1;0
14018;0;1;1;1;1;1;0
14019;0;1;1;1;1;1;0
14020;0;1;1;1;1;1;0
14021;0;1;1;1;1;1;0
14022;0;1;1;1;1;1;0
14023;0;1;1;1;1;1;0
14024;0;1;1;1;1;1;0
14025;0;1;1;1;1;1;0
14026;0;1;1;1;1;1;0
14027;0;1;1;1;1;1;0
14028;0;1;1;1;1;1;0
14029;1;1;1;1;1;1;1
14030;1;1;1;1;1;1;1
14031;1;1;1;1;1;1;1
14032;1;1;1;1;1;1;3
14033;1;1;1;1;1;1;4
14034;1;1;1;1;1;1;4
14035;1;1;1;1;1;1;3
14036;1;1;1;1;1;1;3
14037;1;1;1;1;1;1;3
14038;1;1;1;1;1;1;3
14039;1;1;1;1;1;1;4
14040;1;1;1;1;1;1;4
14041;1;1;1;1;1;1;4
14042;1;1;1;1;1;1;4
14043;1;1;1;1;1;1;3
14044;1;1;1;1;1;1;3
14045;1;1;1;1;1;1;3
14046;1;1;1;1;1;1;4
14047;1;1;1;1;1;1;3
14048;1;1;1;1;1;1;2
14049;1;1;1;1;1;1;2
14050;1;1;1;1;1;1;2
14051;1;1;1;1;1;1;1
