Times;Class_based_Speed;First_Classification;Snd_Classification;Heuristic_correction;States_REAL;States_Simio;Speed(km/h)
3220;0;2;2;2;2;2;18
3221;0;2;2;2;2;2;20
3222;0;2;2;2;2;2;20
3223;0;2;2;2;2;2;15
3224;0;2;2;2;2;2;10
3225;1;2;2;2;2;2;8
3226;1;2;2;2;2;2;8
3227;0;2;2;2;2;2;11
3228;0;2;2;2;2;2;13
3229;0;2;2;2;2;2;13
3230;0;2;2;2;2;2;19
3231;0;2;2;2;2;2;21
3232;0;2;2;2;2;2;29
3233;0;2;2;2;2;2;31
3234;0;2;2;2;2;2;33
3235;0;2;2;2;2;2;35
3236;0;2;2;2;2;2;37
3237;0;2;2;2;2;2;38
3238;0;2;2;2;2;2;41
3239;0;2;2;2;2;2;42
3240;0;2;2;2;2;2;44
3241;0;2;2;2;2;2;45
3242;0;2;2;2;2;2;46
3243;0;2;2;2;2;2;47
3244;0;2;2;2;2;2;49
3245;0;2;2;2;2;2;50
3246;0;2;2;2;2;2;51
3247;0;2;2;2;2;2;52
3248;0;2;2;2;2;2;52
3249;0;2;2;2;2;2;54
3250;0;2;2;2;2;2;55
3251;0;2;2;2;2;2;55
3252;0;2;2;2;2;2;55
3253;0;2;2;2;2;2;55
3254;0;2;2;2;2;2;52
3255;0;2;2;2;2;2;49
3256;0;2;2;2;2;2;45
3257;0;2;2;2;2;2;39
3258;0;2;2;2;2;2;30
3259;0;2;2;2;2;2;29
3260;0;2;2;2;2;2;23
3261;0;2;2;2;2;2;25
3262;0;2;2;2;2;2;26
3263;0;2;2;2;2;2;28
3264;0;2;2;2;2;2;30
3265;0;2;2;2;2;2;33
3266;0;2;2;2;2;2;34
3267;0;2;2;2;2;2;38
3268;0;2;2;2;2;2;39
3269;0;2;2;2;2;2;41
3270;0;2;2;2;2;2;42
3271;0;2;2;2;2;2;43
3272;0;2;2;2;2;2;44
3273;0;2;2;2;2;2;46
3274;0;2;2;2;2;2;49
3275;0;2;2;2;2;2;51
3276;0;2;2;2;2;2;52
3277;0;2;2;2;2;2;53
3278;0;2;2;2;2;2;53
3279;0;2;2;2;2;2;52
3280;0;2;2;2;2;2;51
3281;0;2;2;2;2;2;51
3282;0;2;2;2;2;2;52
3283;0;2;2;2;2;2;53
3284;0;2;2;2;2;2;55
3285;0;2;2;2;2;2;56
3286;0;2;2;2;2;2;56
3287;0;2;2;2;2;2;55
3288;0;2;2;2;2;2;54
3289;0;2;2;2;2;2;52
3290;0;2;2;2;2;2;50
3291;0;2;2;2;2;2;49
3292;0;2;2;2;2;2;48
3293;0;2;2;2;2;2;47
3294;0;2;2;2;2;2;45
3295;0;2;2;2;2;2;43
3296;0;2;2;2;2;2;41
3297;0;2;2;2;2;2;38
3298;0;2;2;2;2;2;34
3299;0;2;2;2;2;2;29
3300;0;2;2;2;2;2;23
3301;0;2;2;2;2;2;14
3302;0;2;2;2;2;2;14
3303;0;2;2;2;2;2;19
3304;0;2;2;2;2;2;22
3305;0;2;2;2;2;2;23
3306;0;2;2;2;2;2;26
3307;0;2;2;2;2;2;29
3308;0;2;2;2;2;2;33
3309;0;2;2;2;2;2;33
3310;0;2;2;2;2;2;35
3311;0;2;2;2;2;2;36
3312;0;2;2;2;2;2;36
3313;0;2;2;2;2;2;36
3314;0;2;2;2;2;2;36
3315;0;2;2;2;2;2;35
3316;0;2;2;2;2;2;34
3317;0;2;2;2;2;2;33
3318;0;2;2;2;2;2;33
3319;0;2;2;2;2;2;32
3320;0;2;2;2;1;1;32
3321;0;2;2;2;1;1;32
3322;0;2;2;2;1;1;32
3323;0;2;2;2;1;1;31
3324;0;2;2;2;1;1;31
3325;0;2;2;2;1;1;29
3326;0;2;2;2;1;1;28
3327;0;2;2;2;1;1;25
3328;0;2;2;2;1;1;24
3329;0;2;2;2;1;1;22
3330;0;2;2;2;1;1;19
3331;0;2;2;2;1;1;17
3332;0;2;2;2;1;1;16
3333;0;2;2;2;1;1;15
3334;0;2;2;2;1;1;12
3335;1;1;1;1;1;1;8
3336;1;1;1;1;1;1;6
3337;1;1;1;1;1;1;5
3338;1;1;1;1;1;1;2
3339;1;1;1;1;1;1;1
3340;1;1;1;1;1;1;1
3341;1;1;1;1;1;1;1
3342;1;1;1;1;1;1;2
3343;1;1;1;1;1;1;5
3344;1;1;1;1;1;1;5
3345;1;1;1;1;1;1;5
3346;1;1;1;1;1;1;6
3347;1;1;1;1;1;1;6
3348;1;1;1;1;1;1;5
3349;1;1;1;1;1;1;5
3350;1;1;1;1;1;1;6
3351;1;1;1;1;1;1;7
3352;1;1;1;1;1;1;5
3353;1;1;1;1;1;1;4
3354;1;1;1;1;1;1;3
3355;1;1;1;1;1;1;1
3356;1;1;1;1;1;1;1
3357;1;1;1;1;1;1;1
3358;1;1;1;1;1;1;1
3359;0;1;1;1;1;1;0
3360;0;1;1;1;1;1;0
3361;0;1;1;1;1;1;0
3362;0;1;1;1;1;1;0
3363;0;1;1;1;1;1;0
3364;0;1;1;1;1;1;0
3365;0;1;1;1;1;1;0
3366;0;1;1;1;1;1;0
3367;0;1;1;1;1;1;0
3368;0;1;1;1;1;1;0
3369;0;1;1;1;1;1;0
3370;0;1;1;1;1;1;0
3371;0;1;1;1;1;1;0
3372;0;1;1;1;1;1;0
3373;0;1;1;1;1;1;0
3374;0;1;1;1;1;1;0
3375;0;1;1;1;1;1;0
3376;1;1;1;1;1;1;1
3377;1;1;1;1;1;1;1
3378;0;1;1;1;1;1;0
3379;1;1;1;1;1;1;1
3380;1;1;1;1;1;1;1
3381;1;1;1;1;1;1;2
3382;1;1;1;1;1;1;3
3383;1;1;1;1;1;1;3
3384;1;1;1;1;1;1;3
3385;1;1;1;1;1;1;3
3386;1;1;1;1;1;1;2
3387;1;1;1;1;1;1;1
3388;1;1;1;1;1;1;1
3389;1;1;1;1;1;1;1
3390;1;1;1;1;1;1;1
3391;1;1;1;1;1;1;2
3392;1;1;1;1;1;1;2
3393;1;1;1;1;1;1;2
3394;1;1;1;1;1;1;3
3395;1;1;1;1;1;1;3
3396;1;1;1;1;1;1;3
3397;1;1;1;1;1;1;2
3398;1;1;1;1;1;1;3
3399;1;1;1;1;1;1;3
3400;1;1;1;1;1;1;3
3401;1;1;1;1;1;1;2
3402;1;1;1;1;1;1;2
3403;1;1;1;1;1;1;2
3404;1;1;1;1;1;1;2
3405;1;1;1;1;1;1;2
3406;1;1;1;1;1;1;1
3407;1;1;1;1;1;1;2
3408;1;1;1;1;1;1;3
3409;1;1;1;1;1;1;2
3410;1;1;1;1;1;1;2
3411;1;1;1;1;1;1;3
3412;1;1;1;1;1;1;3
3413;1;1;1;1;1;1;3
3414;1;1;1;1;1;1;3
3415;1;1;1;1;1;1;3
3416;1;1;1;1;1;1;3
3417;1;1;1;1;1;1;4
3418;1;1;1;1;1;1;4
3419;1;1;1;1;1;1;3
3420;1;1;1;1;1;1;4
3421;1;1;1;1;1;1;3
3422;1;1;1;1;1;1;3
3423;1;1;1;1;1;1;4
3424;1;1;1;1;1;1;3
3425;1;1;1;1;1;1;3
3426;1;1;1;1;1;1;3
3427;1;1;1;1;1;1;2
3428;1;1;1;1;1;1;3
3429;1;1;1;1;1;1;3
3430;1;1;1;1;1;1;4
3431;1;1;1;1;1;1;4
3432;1;1;1;1;1;1;4
3433;1;1;1;1;1;1;4
3434;1;1;1;1;1;1;4
3435;1;1;1;1;1;1;5
3436;1;1;1;1;1;1;6
3437;1;1;1;1;1;1;4
3438;1;1;1;1;1;1;1
3439;1;1;1;1;1;1;1
3440;1;1;1;1;1;1;3
3441;1;1;1;1;1;1;3
3442;1;1;1;1;1;1;6
3443;1;1;1;1;1;1;6
3444;1;1;1;1;1;1;5
3445;1;1;1;1;1;1;5
3446;1;1;1;1;1;1;4
3447;1;1;1;1;1;1;3
3448;1;1;1;1;1;1;2
3449;1;1;1;1;1;1;2
3450;1;1;1;1;1;1;5
3451;1;1;1;1;1;1;5
3452;1;1;1;1;1;1;4
3453;1;1;1;1;1;1;5
3454;1;1;1;1;1;1;4
3455;1;1;1;1;1;1;4
3456;1;1;1;1;1;1;5
3457;1;1;1;1;1;1;3
3458;1;1;1;1;1;1;3
3459;1;1;1;1;1;1;4
3460;1;1;1;1;1;1;3
3461;1;1;1;1;1;1;1
3462;0;1;1;1;1;1;0
3463;1;1;1;1;1;1;2
3464;1;1;1;1;1;1;2
3465;1;1;1;1;1;1;2
3466;1;1;1;1;1;1;3
3467;1;1;1;1;1;1;3
3468;1;1;1;1;1;1;4
3469;1;1;1;1;1;1;3
3470;1;1;1;1;1;1;3
3471;1;1;1;1;1;1;4
3472;1;1;1;1;1;1;4
3473;1;1;1;1;1;1;5
3474;1;1;1;1;1;1;5
3475;1;1;1;1;1;1;5
3476;1;1;1;1;1;1;6
3477;1;1;1;1;1;1;6
3478;1;1;1;1;1;1;6
3479;1;1;1;1;1;1;6
3480;1;1;1;1;1;1;6
3481;1;1;1;1;1;1;6
3482;1;1;1;1;1;1;7
3483;1;1;1;1;1;1;7
3484;1;1;1;1;1;1;7
3485;1;1;1;1;1;1;7
3486;1;1;1;1;1;1;6
3487;1;1;1;1;1;1;6
3488;1;1;1;1;1;1;7
3489;1;1;1;1;1;1;7
3490;1;1;1;1;1;1;7
3491;1;1;1;1;1;1;6
3492;1;1;1;1;1;1;6
3493;1;1;1;1;1;1;6
3494;1;1;1;1;1;1;6
3495;1;1;1;1;1;1;6
3496;1;1;1;1;1;1;6
3497;1;1;1;1;1;1;6
3498;1;1;1;1;1;1;7
3499;1;1;1;1;1;1;8
3500;1;1;1;1;1;1;7
3501;1;1;1;1;1;1;6
3502;1;1;1;1;1;1;6
3503;1;1;1;1;1;1;6
3504;1;1;1;1;1;1;6
3505;1;1;1;1;1;1;6
3506;1;1;1;1;1;1;6
3507;1;1;1;1;1;1;6
3508;1;1;1;1;1;1;6
3509;1;1;1;1;1;1;6
3510;1;1;1;1;1;1;7
3511;1;1;1;1;1;1;7
3512;1;1;1;1;1;1;7
3513;1;1;1;1;1;1;6
3514;1;1;1;1;1;1;5
3515;1;1;1;1;1;1;5
3516;1;1;1;1;1;1;6
3517;1;1;1;1;1;1;6
3518;1;1;1;1;1;1;7
3519;1;1;1;1;1;1;5
3520;1;1;1;1;1;1;3
3521;1;1;1;1;1;1;1
3522;1;1;1;1;1;1;1
3523;0;1;1;1;1;1;0
3524;0;1;1;1;1;1;0
3525;1;1;1;1;1;1;1
3526;1;1;1;1;1;1;1
3527;1;1;1;1;1;1;1
3528;0;1;1;1;1;1;0
3529;1;1;1;1;1;1;1
3530;0;1;1;1;1;1;0
3531;1;1;1;1;1;1;1
3532;0;1;1;1;1;1;0
3533;0;1;1;1;1;1;0
3534;1;1;1;1;1;1;2
3535;1;1;1;1;1;1;4
3536;1;1;1;1;1;1;3
3537;1;1;1;1;1;1;4
3538;1;1;1;1;1;1;6
3539;1;1;1;1;1;1;7
3540;1;1;1;1;1;1;7
3541;1;1;1;1;1;1;5
3542;1;1;1;1;1;1;7
3543;1;1;1;1;1;1;9
3544;0;2;1;1;1;1;10
3545;0;2;1;1;1;1;12
3546;0;2;1;1;1;1;10
3547;0;2;1;1;1;1;10
3548;1;1;1;1;1;1;9
3549;0;2;1;1;1;1;12
3550;0;2;1;1;1;1;11
3551;0;2;1;1;1;1;11
3552;0;2;1;1;1;1;11
3553;0;2;1;1;1;1;12
3554;0;2;1;1;1;1;12
3555;0;2;1;1;1;1;12
3556;0;2;1;1;1;1;11
3557;0;2;1;1;1;1;13
3558;0;2;1;1;1;1;13
3559;1;1;1;1;1;1;9
3560;1;1;1;1;1;1;8
3561;1;1;1;1;1;1;7
3562;1;1;1;1;1;1;8
3563;1;1;1;1;1;1;7
3564;1;1;1;1;1;1;6
3565;1;1;1;1;1;1;5
3566;1;1;1;1;1;1;5
3567;1;1;1;1;1;1;6
3568;1;1;1;1;1;1;6
3569;1;1;1;1;1;1;7
3570;1;1;1;1;1;1;6
3571;1;1;1;1;1;1;6
3572;1;1;1;1;1;1;6
3573;1;1;1;1;1;1;6
3574;1;1;1;1;1;1;5
3575;1;1;1;1;1;1;5
3576;1;1;1;1;1;1;5
3577;1;1;1;1;1;1;5
3578;1;1;1;1;1;1;5
3579;1;1;1;1;1;1;5
3580;1;1;1;1;1;1;5
3581;1;1;1;1;1;1;4
3582;1;1;1;1;1;1;3
3583;1;1;1;1;1;1;4
3584;1;1;1;1;1;1;4
3585;1;1;1;1;1;1;4
3586;1;1;1;1;1;1;3
3587;1;1;1;1;1;1;4
3588;1;1;1;1;1;1;4
3589;1;1;1;1;1;1;5
3590;1;1;1;1;1;1;4
3591;1;1;1;1;1;1;6
3592;1;1;1;1;1;1;6
3593;1;1;1;1;1;1;7
3594;1;1;1;1;1;1;6
3595;1;1;1;1;1;1;6
3596;1;1;1;1;1;1;6
3597;1;1;1;1;1;1;6
3598;1;1;1;1;1;1;5
3599;1;1;1;1;1;1;5
3600;1;1;1;1;1;1;5
3601;1;1;1;1;1;1;5
3602;1;1;1;1;1;1;5
3603;1;1;1;1;1;1;5
3604;1;1;1;1;1;1;4
3605;1;1;1;1;1;1;4
3606;1;1;1;1;1;1;3
3607;1;1;1;1;1;1;3
3608;1;1;1;1;1;1;4
3609;1;1;1;1;1;1;4
3610;1;1;1;1;1;1;2
3611;1;1;1;1;1;1;3
3612;1;1;1;1;1;1;4
3613;1;1;1;1;1;1;4
3614;1;1;1;1;1;1;4
3615;1;1;1;1;1;1;2
3616;1;1;1;1;1;1;3
3617;1;1;1;1;1;1;3
3618;1;1;1;1;1;1;2
3619;1;1;1;1;1;1;3
3620;1;1;1;1;1;1;4
3621;1;1;1;1;1;1;4
3622;1;1;1;1;1;1;4
3623;1;1;1;1;1;1;4
3624;1;1;1;1;1;1;2
3625;1;1;1;1;1;1;2
3626;0;1;1;1;1;1;0
3627;0;1;1;1;1;1;0
3628;1;1;1;1;1;1;3
3629;1;1;1;1;1;1;2
3630;0;1;1;1;1;1;0
3631;0;1;1;1;1;1;0
3632;0;1;1;1;1;1;0
3633;0;1;1;1;1;1;0
3634;0;1;1;1;1;1;0
3635;0;1;1;1;1;1;0
3636;1;1;1;1;1;1;3
3637;1;1;1;1;1;1;5
3638;1;1;1;1;1;1;4
3639;1;1;1;1;1;1;5
3640;1;1;1;1;1;1;6
3641;1;1;1;1;1;1;7
3642;1;1;1;1;1;1;7
3643;1;1;1;1;1;1;7
3644;1;1;1;1;1;1;6
3645;1;1;1;1;1;1;6
3646;1;1;1;1;1;1;7
3647;1;1;1;1;1;1;7
3648;1;1;1;1;1;1;6
3649;1;1;1;1;1;1;6
3650;1;1;1;1;1;1;6
3651;1;1;1;1;1;1;6
3652;1;1;1;1;1;1;7
3653;1;1;1;1;1;1;7
3654;1;1;1;1;1;1;6
3655;1;1;1;1;1;1;6
3656;1;1;1;1;1;1;6
3657;1;1;1;1;1;1;7
3658;1;1;1;1;1;1;7
3659;1;1;1;1;1;1;6
3660;1;1;1;1;1;1;5
3661;1;1;1;1;1;1;4
3662;1;1;1;1;1;1;4
3663;1;1;1;1;1;1;6
3664;1;1;1;1;1;1;6
3665;1;1;1;1;1;1;5
3666;1;1;1;1;1;1;5
3667;1;1;1;1;1;1;5
3668;1;1;1;1;1;1;5
3669;1;1;1;1;1;1;5
3670;1;1;1;1;1;1;5
3671;1;1;1;1;1;1;5
3672;1;1;1;1;1;1;4
3673;1;1;1;1;1;1;4
3674;1;1;1;1;1;1;4
3675;1;1;1;1;1;1;4
3676;1;1;1;1;1;1;5
3677;1;1;1;1;1;1;4
3678;1;1;1;1;1;1;4
3679;1;1;1;1;1;1;5
3680;1;1;1;1;1;1;7
3681;1;1;1;1;1;1;7
3682;1;1;1;1;1;1;7
3683;1;1;1;1;1;1;6
3684;1;1;1;1;1;1;6
3685;1;1;1;1;1;1;7
3686;1;1;1;1;1;1;7
3687;1;1;1;1;1;1;7
3688;1;1;1;1;1;1;8
3689;1;1;1;1;1;1;7
3690;1;1;1;1;1;1;7
3691;1;1;1;1;1;1;7
3692;1;1;1;1;1;1;7
3693;1;1;1;1;1;1;7
3694;1;1;1;1;1;1;8
3695;1;1;1;1;1;1;7
3696;1;1;1;1;1;1;7
3697;1;1;1;1;1;1;8
3698;1;1;1;1;1;1;8
3699;1;1;1;1;1;1;7
3700;1;1;1;1;1;1;8
3701;1;1;1;1;1;1;8
3702;1;1;1;1;1;1;8
3703;1;1;1;1;1;1;8
3704;1;1;1;1;1;1;7
3705;1;1;1;1;1;1;7
3706;1;1;1;1;1;1;5
3707;1;1;1;1;1;1;4
3708;1;1;1;1;1;1;5
3709;1;1;1;1;1;1;5
3710;1;1;1;1;1;1;4
3711;1;1;1;1;1;1;5
3712;1;1;1;1;1;1;4
3713;1;1;1;1;1;1;4
3714;1;1;1;1;1;1;4
3715;1;1;1;1;1;1;4
3716;1;1;1;1;1;1;3
3717;1;1;1;1;1;1;4
3718;1;1;1;1;1;1;4
3719;1;1;1;1;1;1;3
3720;1;1;1;1;1;1;3
3721;1;1;1;1;1;1;4
3722;1;1;1;1;1;1;4
3723;1;1;1;1;1;1;4
3724;1;1;1;1;1;1;5
3725;1;1;1;1;1;1;5
3726;1;1;1;1;1;1;5
3727;1;1;1;1;1;1;4
3728;1;1;1;1;1;1;3
3729;1;1;1;1;1;1;3
3730;1;1;1;1;1;1;4
3731;1;1;1;1;1;1;4
3732;1;1;1;1;1;1;3
3733;1;1;1;1;1;1;3
3734;1;1;1;1;1;1;3
3735;1;1;1;1;1;1;3
3736;1;1;1;1;1;1;3
3737;1;1;1;1;1;1;3
3738;1;1;1;1;1;1;3
3739;1;1;1;1;1;1;3
3740;1;1;1;1;1;1;3
3741;1;1;1;1;1;1;3
3742;1;1;1;1;1;1;3
3743;1;1;1;1;1;1;3
3744;1;1;1;1;1;1;4
3745;1;1;1;1;1;1;3
3746;1;1;1;1;1;1;3
3747;1;1;1;1;1;1;3
3748;1;1;1;1;1;1;4
3749;1;1;1;1;1;1;4
3750;1;1;1;1;1;1;4
3751;1;1;1;1;1;1;4
3752;1;1;1;1;1;1;4
3753;1;1;1;1;1;1;4
3754;1;1;1;1;1;1;4
3755;1;1;1;1;1;1;5
3756;1;1;1;1;1;1;6
3757;1;1;1;1;1;1;5
3758;1;1;1;1;1;1;6
3759;1;1;1;1;1;1;6
3760;1;1;1;1;1;1;6
3761;1;1;1;1;1;1;6
3762;1;1;1;1;1;1;6
3763;1;1;1;1;1;1;6
3764;1;1;1;1;1;1;6
3765;1;1;1;1;1;1;6
3766;1;1;1;1;1;1;6
3767;1;1;1;1;1;1;5
3768;1;1;1;1;1;1;5
3769;1;1;1;1;1;1;6
3770;1;1;1;1;1;1;5
3771;1;1;1;1;1;1;5
3772;1;1;1;1;1;1;5
3773;1;1;1;1;1;1;5
3774;1;1;1;1;1;1;5
3775;1;1;1;1;1;1;5
3776;1;1;1;1;1;1;4
3777;1;1;1;1;1;1;5
3778;1;1;1;1;1;1;5
3779;1;1;1;1;1;1;5
3780;1;1;1;1;1;1;5
3781;1;1;1;1;1;1;6
3782;1;1;1;1;1;1;6
3783;1;1;1;1;1;1;5
3784;1;1;1;1;1;1;6
3785;1;1;1;1;1;1;5
3786;1;1;1;1;1;1;5
3787;1;1;1;1;1;1;5
3788;1;1;1;1;1;1;5
3789;1;1;1;1;1;1;5
3790;1;1;1;1;1;1;5
3791;1;1;1;1;1;1;5
3792;1;1;1;1;1;1;5
3793;1;1;1;1;1;1;5
3794;1;1;1;1;1;1;5
3795;1;1;1;1;1;1;4
3796;1;1;1;1;1;1;3
3797;1;1;1;1;1;1;4
3798;1;1;1;1;1;1;3
3799;1;1;1;1;1;1;1
3800;1;1;1;1;1;1;1
3801;1;1;1;1;1;1;1
3802;1;1;1;1;1;1;2
3803;1;1;1;1;1;1;2
3804;1;1;1;1;1;1;2
3805;1;1;1;1;1;1;5
3806;1;1;1;1;1;1;5
3807;1;1;1;1;1;1;6
3808;1;1;1;1;1;1;4
3809;1;1;1;1;1;1;6
3810;1;1;1;1;1;1;9
3811;1;1;1;1;1;1;7
3812;1;1;1;1;1;1;6
3813;1;1;1;1;1;1;6
3814;1;1;1;1;1;1;7
3815;1;1;1;1;1;1;8
3816;1;1;1;1;1;1;7
3817;1;1;1;1;1;1;6
3818;1;1;1;1;1;1;6
3819;1;1;1;1;1;1;6
3820;1;1;1;1;1;1;4
3821;0;1;1;1;1;1;0
3822;1;1;1;1;1;1;2
3823;1;1;1;1;1;1;2
3824;1;1;1;1;1;1;2
3825;1;1;1;1;1;1;2
3826;1;1;1;1;1;1;3
3827;1;1;1;1;1;1;5
3828;1;1;1;1;1;1;7
3829;1;1;1;1;1;1;7
3830;1;1;1;1;1;1;6
3831;1;1;1;1;1;1;6
3832;1;1;1;1;1;1;4
3833;1;1;1;1;1;1;2
3834;1;1;1;1;1;1;4
3835;1;1;1;1;1;1;4
3836;1;1;1;1;1;1;3
3837;1;1;1;1;1;1;4
3838;1;1;1;1;1;1;3
3839;1;1;1;1;1;1;3
3840;1;1;1;1;1;1;3
3841;1;1;1;1;1;1;4
3842;1;1;1;1;1;1;4
3843;1;1;1;1;1;1;3
3844;1;1;1;1;1;1;3
3845;1;1;1;1;1;1;3
3846;1;1;1;1;1;1;3
3847;1;1;1;1;1;1;4
3848;1;1;1;1;1;1;3
3849;1;1;1;1;1;1;4
3850;1;1;1;1;1;1;3
3851;1;1;1;1;1;1;4
3852;1;1;1;1;1;1;3
3853;1;1;1;1;1;1;3
3854;1;1;1;1;1;1;3
3855;1;1;1;1;1;1;3
3856;1;1;1;1;1;1;4
3857;1;1;1;1;1;1;3
3858;1;1;1;1;1;1;3
3859;1;1;1;1;1;1;3
3860;1;1;1;1;1;1;3
3861;1;1;1;1;1;1;3
3862;1;1;1;1;1;1;4
3863;1;1;1;1;1;1;3
3864;1;1;1;1;1;1;4
3865;1;1;1;1;1;1;4
3866;1;1;1;1;1;1;3
3867;1;1;1;1;1;1;4
3868;1;1;1;1;1;1;4
3869;1;1;1;1;1;1;4
3870;1;1;1;1;1;1;3
3871;1;1;1;1;1;1;3
3872;1;1;1;1;1;1;3
3873;1;1;1;1;1;1;4
3874;1;1;1;1;1;1;4
3875;1;1;1;1;1;1;5
3876;1;1;1;1;1;1;5
3877;1;1;1;1;1;1;5
3878;1;1;1;1;1;1;5
3879;1;1;1;1;1;1;5
3880;1;1;1;1;1;1;6
3881;1;1;1;1;1;1;6
3882;1;1;1;1;1;1;6
3883;1;1;1;1;1;1;5
3884;1;1;1;1;1;1;5
3885;1;1;1;1;1;1;5
3886;1;1;1;1;1;1;6
3887;1;1;1;1;1;1;7
3888;1;1;1;1;1;1;6
3889;1;1;1;1;1;1;5
3890;1;1;1;1;1;1;3
3891;1;1;1;1;1;1;4
3892;1;1;1;1;1;1;4
3893;1;1;1;1;1;1;4
3894;1;1;1;1;1;1;5
3895;1;1;1;1;1;1;4
3896;1;1;1;1;1;1;4
3897;1;1;1;1;2;2;5
3898;1;1;1;1;2;2;5
3899;1;1;1;1;2;2;4
3900;1;1;1;1;2;2;5
3901;1;1;1;1;2;2;4
3902;1;1;1;1;2;2;5
3903;1;1;1;1;2;2;5
3904;1;1;1;1;2;2;5
3905;1;1;1;1;2;2;6
3906;1;1;1;1;2;2;6
3907;1;1;1;1;2;2;6
3908;1;1;1;1;2;2;6
3909;1;1;1;1;2;2;7
3910;1;1;1;1;2;2;6
3911;1;1;1;1;2;2;6
3912;1;1;1;1;2;2;7
3913;1;2;2;2;2;2;7
3914;1;2;2;2;2;2;7
3915;1;2;2;2;2;2;7
3916;1;2;2;2;2;2;7
3917;1;2;2;2;2;2;7
3918;1;2;2;2;2;2;6
3919;1;2;2;2;2;2;6
3920;1;2;2;2;2;2;6
3921;1;2;2;2;2;2;6
3922;1;2;2;2;2;2;6
3923;1;2;2;2;2;2;7
3924;1;2;2;2;2;2;7
3925;1;2;2;2;2;2;7
3926;1;2;2;2;2;2;8
3927;1;2;2;2;2;2;9
3928;0;2;2;2;2;2;10
3929;0;2;2;2;2;2;10
3930;0;2;2;2;2;2;10
3931;0;2;2;2;2;2;12
3932;0;2;2;2;2;2;12
3933;0;2;2;2;2;2;12
3934;0;2;2;2;2;2;16
3935;0;2;2;2;2;2;18
3936;0;2;2;2;2;2;17
3937;0;2;2;2;2;2;13
3938;0;2;2;2;2;2;12
3939;0;2;2;2;2;2;12
3940;0;2;2;2;2;2;14
3941;0;2;2;2;2;2;15
3942;0;2;2;2;2;2;14
3943;0;2;2;2;2;2;14
3944;0;2;2;2;2;2;15
3945;0;2;2;2;2;2;15
3946;0;2;2;2;2;2;18
3947;0;2;2;2;2;2;20
3948;0;2;2;2;2;2;20
3949;0;2;2;2;2;2;23
3950;0;2;2;2;2;2;25
3951;0;2;2;2;2;2;26
3952;0;2;2;2;2;2;26
3953;0;2;2;2;2;2;26
3954;0;2;2;2;2;2;28
3955;0;2;2;2;2;2;29
3956;0;2;2;2;2;2;30
3957;0;2;2;2;2;2;31
3958;0;2;2;2;2;2;32
3959;0;2;2;2;2;2;33
3960;0;2;2;2;2;2;35
3961;0;2;2;2;2;2;37
3962;0;2;2;2;2;2;38
3963;0;2;2;2;2;2;37
3964;0;2;2;2;2;2;36
3965;0;2;2;2;2;2;35
3966;0;2;2;2;2;2;34
3967;0;2;2;2;2;2;36
3968;0;2;2;2;2;2;37
3969;0;2;2;2;2;2;38
3970;0;2;2;2;2;2;40
3971;0;2;2;2;2;2;42
3972;0;2;2;2;2;2;44
3973;0;2;2;2;2;2;45
3974;0;2;2;2;2;2;47
3975;0;2;2;2;2;2;48
3976;0;2;2;2;2;2;49
3977;0;2;2;2;2;2;51
3978;0;2;2;2;2;2;51
3979;0;2;2;2;2;2;50
3980;0;2;2;2;2;2;44
3981;0;2;2;2;2;2;37
3982;0;2;2;2;2;2;31
3983;0;2;2;2;2;2;24
3984;0;2;2;2;2;2;18
3985;0;2;2;2;2;2;14
3986;0;2;2;2;2;2;15
3987;0;2;2;2;2;2;18
3988;0;2;2;2;2;2;19
3989;0;2;2;2;2;2;21
3990;0;2;2;2;2;2;22
3991;0;2;2;2;2;2;23
3992;0;2;2;2;2;2;24
3993;0;2;2;2;2;2;23
3994;0;2;2;2;2;2;23
3995;0;2;2;2;2;2;23
3996;0;2;2;2;2;2;23
3997;0;2;2;2;1;1;24
3998;0;2;2;2;1;1;26
3999;0;2;2;2;1;1;26
4000;0;2;2;2;1;1;28
4001;0;2;2;2;1;1;26
4002;0;2;2;2;1;1;27
4003;0;2;2;2;1;1;27
4004;0;2;2;2;1;1;27
4005;0;2;2;2;1;1;25
4006;0;2;2;2;1;1;19
4007;0;2;2;2;1;1;19
4008;0;2;2;2;1;1;18
4009;0;2;2;2;1;1;16
4010;0;2;2;2;1;1;13
4011;0;2;2;2;1;1;13
4012;0;2;2;2;1;1;14
4013;0;2;2;2;1;1;10
4014;1;1;1;1;1;1;9
4015;1;1;1;1;1;1;7
4016;1;1;1;1;1;1;6
4017;1;1;1;1;1;1;3
4018;1;1;1;1;1;1;2
4019;1;1;1;1;1;1;1
4020;1;1;1;1;1;1;2
4021;1;1;1;1;1;1;1
4022;1;1;1;1;1;1;1
4023;1;1;1;1;1;1;2
4024;1;1;1;1;1;1;2
4025;1;1;1;1;1;1;4
4026;1;1;1;1;1;1;4
4027;1;1;1;1;1;1;4
4028;1;1;1;1;1;1;1
4029;0;1;1;1;1;1;0
4030;0;1;1;1;1;1;0
4031;0;1;1;1;1;1;0
4032;1;1;1;1;1;1;1
4033;0;1;1;1;1;1;0
4034;0;1;1;1;1;1;0
4035;0;1;1;1;1;1;0
4036;0;2;1;1;1;1;0
4037;1;2;1;1;1;1;2
4038;1;2;1;1;1;1;1
4039;1;2;1;1;1;1;2
