Distance;Duration;AvgSpeed;State;State_Predict
0.0;17;1.588235294117647;1;1
0.0;58;0.2586206896551724;0;0
0.0;29;0.4137931034482758;1;0
0.0;5;12.0;2;1
0.0;60;2.8666666666666667;1;1
0.0;1;10.0;2;1
0.0;1;9.0;1;1
0.0;1;10.0;2;1
0.1000000000000014;34;2.235294117647059;1;1
0.0;1;11.0;2;1
0.0;12;3.1666666666666665;1;1
0.0;1;10.0;2;1
0.0;25;2.32;1;1
0.0;1;10.0;2;1
0.0;1;9.0;1;1
0.0;1;10.0;2;1
0.0999999999999978;76;3.289473684210526;1;1
0.0;6;11.833333333333334;2;1
0.1000000000000014;19;5.368421052631579;1;1
0.0;5;12.2;2;1
0.0;19;3.947368421052632;1;1
0.0;3;11.0;2;1
0.0999999999999978;90;2.1666666666666665;1;1
0.0;24;0.0833333333333333;0;1
0.1000000000000014;40;1.9;1;1
0.0;5;10.8;2;1
0.3999999999999986;340;3.041176470588235;1;1
0.0;1;10.0;2;1
0.3000000000000007;298;2.748322147651007;1;1
0.0;102;0.0294117647058823;0;0
0.3000000000000007;210;3.7857142857142856;1;1
0.0;3;10.0;2;1
0.1000000000000014;58;2.689655172413793;1;1
0.0;9;13.555555555555555;2;1
0.0999999999999978;37;7.162162162162162;1;1
0.0;1;10.0;2;1
0.0;1;9.0;1;1
0.0;2;10.0;2;1
0.1000000000000014;138;2.108695652173913;1;1
0.0;1;10.0;2;1
0.3000000000000007;272;2.6911764705882355;1;1
0.0;1;10.0;2;1
0.0;1;8.0;1;1
0.0999999999999978;3;10.333333333333334;2;1
0.0;12;7.583333333333333;1;1
0.0;7;12.428571428571429;2;1
0.0;6;7.166666666666667;1;1
0.0;1;10.0;2;1
0.0;8;7.625;1;1
0.0;2;8.5;2;1
