Filename;TimeUTC;speed;Distance_Corrected;State01
2019_0501_145632_803A.MP4;14:56:46;4;0.3;1
2019_0501_145632_803A.MP4;14:56:47;4;0.3;1
2019_0501_145632_803A.MP4;14:56:48;4;0.3;1
2019_0501_145632_803A.MP4;14:56:49;3;0.3;1
2019_0501_145632_803A.MP4;14:56:50;4;0.3;1
2019_0501_145632_803A.MP4;14:56:51;3;0.3;1
2019_0501_145632_803A.MP4;14:56:52;2;0.3;1
2019_0501_145632_803A.MP4;14:56:53;3;0.3;1
2019_0501_145632_803A.MP4;14:56:54;3;0.3;1
2019_0501_145632_803A.MP4;14:56:55;3;0.3;1
2019_0501_145632_803A.MP4;14:56:56;3;0.3;1
2019_0501_145632_803A.MP4;14:56:57;3;0.3;1
2019_0501_145632_803A.MP4;14:56:58;3;0.3;1
2019_0501_145632_803A.MP4;14:56:59;3;0.3;1
2019_0501_145632_803A.MP4;14:57:00;3;0.3;1
2019_0501_145632_803A.MP4;14:57:01;3;0.3;1
2019_0501_145632_803A.MP4;14:57:02;3;0.3;1
2019_0501_145632_803A.MP4;14:57:03;3;0.3;1
2019_0501_145632_803A.MP4;14:57:04;3;0.3;1
2019_0501_145632_803A.MP4;14:57:05;3;0.3;1
2019_0501_145632_803A.MP4;14:57:06;3;0.3;1
2019_0501_145632_803A.MP4;14:57:07;3;0.3;1
2019_0501_145632_803A.MP4;14:57:08;3;0.3;1
2019_0501_145632_803A.MP4;14:57:09;4;0.3;1
2019_0501_145632_803A.MP4;14:57:10;6;0.3;1
2019_0501_145632_803A.MP4;14:57:11;9;0.3;1
2019_0501_145632_803A.MP4;14:57:12;8;0.3;1
2019_0501_145632_803A.MP4;14:57:13;5;0.4;1
2019_0501_145632_803A.MP4;14:57:14;2;0.4;1
2019_0501_145632_803A.MP4;14:57:15;2;0.4;1
2019_0501_145632_803A.MP4;14:57:16;3;0.4;1
2019_0501_145632_803A.MP4;14:57:17;6;0.4;1
2019_0501_145632_803A.MP4;14:57:18;6;0.4;1
2019_0501_145632_803A.MP4;14:57:19;6;0.4;1
2019_0501_145632_803A.MP4;14:57:20;4;0.4;1
2019_0501_145632_803A.MP4;14:57:21;4;0.4;1
2019_0501_145632_803A.MP4;14:57:22;6;0.4;1
2019_0501_145632_803A.MP4;14:57:23;7;0.4;1
2019_0501_145632_803A.MP4;14:57:24;7;0.4;1
2019_0501_145632_803A.MP4;14:57:25;6;0.4;1
2019_0501_145632_803A.MP4;14:57:26;5;0.4;1
2019_0501_145632_803A.MP4;14:57:27;4;0.4;1
2019_0501_145632_803A.MP4;14:57:28;4;0.4;1
2019_0501_145632_803A.MP4;14:57:29;3;0.4;1
2019_0501_145632_803A.MP4;14:57:30;3;0.4;1
2019_0501_145632_803A.MP4;14:57:31;3;0.4;1
2019_0501_145632_803A.MP4;14:57:32;3;0.4;1
2019_0501_145632_803A.MP4;14:57:33;3;0.4;1
2019_0501_145632_803A.MP4;14:57:34;3;0.4;1
2019_0501_145632_803A.MP4;14:57:35;2;0.4;1
2019_0501_145632_803A.MP4;14:57:36;3;0.4;1
2019_0501_145632_803A.MP4;14:57:37;3;0.4;1
2019_0501_145632_803A.MP4;14:57:38;2;0.4;1
2019_0501_145632_803A.MP4;14:57:39;3;0.4;1
2019_0501_145632_803A.MP4;14:57:40;3;0.4;1
2019_0501_145632_803A.MP4;14:57:41;2;0.4;1
2019_0501_145632_803A.MP4;14:57:42;3;0.4;1
2019_0501_145632_803A.MP4;14:57:43;2;0.4;1
2019_0501_145632_803A.MP4;14:57:44;2;0.4;1
2019_0501_145632_803A.MP4;14:57:45;2;0.4;1
2019_0501_145632_803A.MP4;14:57:46;2;0.4;1
2019_0501_145632_803A.MP4;14:57:47;3;0.4;1
2019_0501_145632_803A.MP4;14:57:48;2;0.4;1
2019_0501_145632_803A.MP4;14:57:49;3;0.4;1
2019_0501_145632_803A.MP4;14:57:50;3;0.4;1
2019_0501_145632_803A.MP4;14:57:51;5;0.4;1
2019_0501_145632_803A.MP4;14:57:52;5;0.4;1
2019_0501_145632_803A.MP4;14:57:53;6;0.4;1
2019_0501_145632_803A.MP4;14:57:54;6;0.4;1
2019_0501_145632_803A.MP4;14:57:55;7;0.4;1
2019_0501_145632_803A.MP4;14:57:56;6;0.4;1
2019_0501_145632_803A.MP4;14:57:57;7;0.4;1
2019_0501_145632_803A.MP4;14:57:58;8;0.4;1
2019_0501_145632_803A.MP4;14:57:59;8;0.4;1
2019_0501_145632_803A.MP4;14:58:00;8;0.4;1
2019_0501_145632_803A.MP4;14:58:01;9;0.4;1
2019_0501_145632_803A.MP4;14:58:02;11;0.4;2
2019_0501_145632_803A.MP4;14:58:03;12;0.4;2
2019_0501_145632_803A.MP4;14:58:04;12;0.4;2
2019_0501_145632_803A.MP4;14:58:05;12;0.4;2
2019_0501_145632_803A.MP4;14:58:06;13;0.4;2
2019_0501_145632_803A.MP4;14:58:07;12;0.5;2
2019_0501_145632_803A.MP4;14:58:08;11;0.5;2
2019_0501_145632_803A.MP4;14:58:09;12;0.5;2
2019_0501_145632_803A.MP4;14:58:10;11;0.5;2
2019_0501_145632_803A.MP4;14:58:11;11;0.5;2
2019_0501_145632_803A.MP4;14:58:12;13;0.5;2
2019_0501_145632_803A.MP4;14:58:13;15;0.5;2
2019_0501_145632_803A.MP4;14:58:14;17;0.5;2
2019_0501_145632_803A.MP4;14:58:15;18;0.5;2
2019_0501_145632_803A.MP4;14:58:16;18;0.5;2
2019_0501_145632_803A.MP4;14:58:17;19;0.5;2
2019_0501_145632_803A.MP4;14:58:18;19;0.5;2
2019_0501_145632_803A.MP4;14:58:19;19;0.5;2
2019_0501_145632_803A.MP4;14:58:20;19;0.5;2
2019_0501_145632_803A.MP4;14:58:21;18;0.5;2
2019_0501_145632_803A.MP4;14:58:22;17;0.5;2
2019_0501_145632_803A.MP4;14:58:23;17;0.5;2
2019_0501_145632_803A.MP4;14:58:24;16;0.5;2
2019_0501_145632_803A.MP4;14:58:25;14;0.5;2
2019_0501_145632_803A.MP4;14:58:26;14;0.5;2
2019_0501_145632_803A.MP4;14:58:27;13;0.5;2
2019_0501_145632_803A.MP4;14:58:28;13;0.5;2
2019_0501_145632_803A.MP4;14:58:29;13;0.6;2
2019_0501_145632_803A.MP4;14:58:30;12;0.6;2
2019_0501_145632_803A.MP4;14:58:31;12;0.6;2
2019_0501_145632_803A.MP4;14:58:32;12;0.6;2
2019_0501_145632_803A.MP4;14:58:33;12;0.6;2
2019_0501_145632_803A.MP4;14:58:34;12;0.6;2
2019_0501_145632_803A.MP4;14:58:35;12;0.6;2
2019_0501_145632_803A.MP4;14:58:36;11;0.6;2
2019_0501_145632_803A.MP4;14:58:37;12;0.6;2
2019_0501_145632_803A.MP4;14:58:38;12;0.6;2
2019_0501_145632_803A.MP4;14:58:39;12;0.6;2
2019_0501_145632_803A.MP4;14:58:40;13;0.6;2
2019_0501_145632_803A.MP4;14:58:41;13;0.6;2
2019_0501_145632_803A.MP4;14:58:42;11;0.6;2
2019_0501_145632_803A.MP4;14:58:43;10;0.6;2
2019_0501_145632_803A.MP4;14:58:44;8;0.6;1
2019_0501_145632_803A.MP4;14:58:45;8;0.6;1
2019_0501_145632_803A.MP4;14:58:46;5;0.6;1
2019_0501_145632_803A.MP4;14:58:47;6;0.6;1
2019_0501_145632_803A.MP4;14:58:48;5;0.6;1
2019_0501_145632_803A.MP4;14:58:49;4;0.6;1
2019_0501_145632_803A.MP4;14:58:50;3;0.6;1
2019_0501_145632_803A.MP4;14:58:51;3;0.6;1
2019_0501_145632_803A.MP4;14:58:52;3;0.6;1
2019_0501_145632_803A.MP4;14:58:53;3;0.6;1
2019_0501_145632_803A.MP4;14:58:54;4;0.6;1
2019_0501_145632_803A.MP4;14:58:55;3;0.6;1
2019_0501_145632_803A.MP4;14:58:56;3;0.6;1
2019_0501_145632_803A.MP4;14:58:57;3;0.6;1
2019_0501_145632_803A.MP4;14:58:58;2;0.6;1
2019_0501_145632_803A.MP4;14:58:59;2;0.6;1
2019_0501_145632_803A.MP4;14:59:00;2;0.6;1
2019_0501_145632_803A.MP4;14:59:01;2;0.6;1
2019_0501_145632_803A.MP4;14:59:02;1;0.6;1
2019_0501_145632_803A.MP4;14:59:03;1;0.6;1
2019_0501_145632_803A.MP4;14:59:04;1;0.6;1
2019_0501_145632_803A.MP4;14:59:05;0;0.6;0
2019_0501_145632_803A.MP4;14:59:06;1;0.6;1
2019_0501_145632_803A.MP4;14:59:07;1;0.6;1
2019_0501_145632_803A.MP4;14:59:08;0;0.6;0
2019_0501_145632_803A.MP4;14:59:09;1;0.6;1
2019_0501_145632_803A.MP4;14:59:10;1;0.6;1
2019_0501_145632_803A.MP4;14:59:11;1;0.6;1
2019_0501_145632_803A.MP4;14:59:12;0;0.6;0
